trial,block,block_trial,choice,reward,confidence,accurate,run
56,2,15,0,41.82,0.8,0,0
57,2,16,1,52.5,0.8,1,0
58,2,17,0,49.45,0.8,0,0
59,2,18,0,42.23,0.8,0,0
60,2,19,1,75.87,0.8,0,0
61,3,0,1,34.7,0.8,0,0
62,3,1,0,52.68,0.5,1,0
63,3,2,1,44.14,0.8,0,0
64,3,3,0,59.54,0.8,1,0
65,3,4,0,65.55,0.8,1,0
66,3,5,0,67.59,0.75,1,0
67,3,6,0,53.0,0.5,1,0
68,3,7,1,43.33,0.8,0,0
69,3,8,1,44.84,0.8,0,0
70,3,9,0,71.53,0.8,1,0
71,3,10,0,71.51,0.8,1,0
72,3,11,1,55.42,0.8,0,0
73,3,12,0,50.89,0.8,1,0
74,3,13,1,19.77,0.8,0,0
75,3,14,0,57.67,0.8,1,0
76,3,15,0,57.53,0.85,1,0
77,3,16,0,73.72,0.8,1,0
78,3,17,1,41.07,0.7,0,0
79,3,18,0,47.83,0.8,0,0
0,0,0,0,53.42,0.8,1,1
1,0,1,1,30.13,0.8,0,1
2,0,2,0,70.89,0.8,1,1
3,0,3,1,36.67,0.7,0,1
4,0,4,0,72.33,0.8,1,1
5,0,5,1,31.78,0.8,0,1
6,0,6,0,68.3,0.85,1,1
7,0,7,1,48.54,0.85,0,1
8,0,8,1,38.54,0.88,0,1
9,0,9,0,56.96,0.85,1,1
10,0,10,1,43.23,0.85,0,1
11,0,11,0,68.71,0.88,1,1
12,0,12,1,49.75,0.85,0,1
13,0,13,1,31.79,0.85,0,1
14,0,14,1,37.22,0.85,0,1
15,0,15,1,48.51,0.88,0,1
16,0,16,1,31.39,0.85,0,1
17,0,17,0,54.89,0.88,1,1
18,0,18,0,42.83,0.88,1,1
19,0,19,0,67.54,0.85,1,1
20,0,20,1,32.95,0.85,1,1
21,1,0,0,39.25,0.88,0,1
22,1,1,0,36.23,0.85,0,1
23,1,2,0,43.85,0.85,0,1
24,1,3,0,51.76,0.85,0,1
25,1,4,1,70.79,0.85,1,1
26,1,5,0,50.91,0.85,0,1
27,1,6,0,60.46,0.87,0,1
28,1,7,0,40.82,0.85,0,1
29,1,8,0,37.76,0.85,0,1
30,1,9,0,40.78,0.85,0,1
31,1,10,1,60.12,0.85,1,1
32,1,11,1,59.87,0.85,1,1
33,1,12,1,53.16,0.78,1,1
34,1,13,1,56.3,0.85,1,1
35,1,14,0,54.02,0.85,0,1
36,1,15,0,35.44,0.86,0,1
37,1,16,1,55.46,0.85,1,1
38,1,17,0,57.11,0.85,0,1
39,1,18,1,51.01,0.8,1,1
40,1,19,0,35.69,0.85,1,1
41,2,0,1,26.5,0.85,0,1
42,2,1,0,78.07,0.87,1,1
43,2,2,0,63.73,0.87,1,1
44,2,3,0,68.21,0.85,1,1
45,2,4,0,61.22,0.85,1,1
46,2,5,0,63.01,0.8,1,1
47,2,6,0,57.71,0.85,1,1
48,2,7,1,20.51,0.85,0,1
49,2,8,0,65.31,0.85,1,1
50,2,9,1,46.65,0.85,0,1
51,2,10,1,44.97,0.85,0,1
52,2,11,0,49.17,0.85,1,1
53,2,12,0,54.55,0.85,1,1
54,2,13,1,34.8,0.85,0,1
55,2,14,1,21.19,0.85,0,1
56,2,15,0,55.71,0.82,1,1
57,2,16,0,53.72,0.85,1,1
58,2,17,0,66.21,0.85,1,1
59,2,18,1,36.62,0.87,0,1
60,2,19,1,49.14,0.85,1,1
61,3,0,0,42.48,0.82,0,1
62,3,1,1,53.01,0.85,1,1
63,3,2,0,47.39,0.85,0,1
64,3,3,0,34.39,0.78,0,1
65,3,4,0,49.29,0.88,0,1
66,3,5,1,56.0,0.87,1,1
67,3,6,0,42.19,0.8,0,1
68,3,7,1,64.55,0.85,1,1
69,3,8,1,64.96,0.85,1,1
70,3,9,1,62.44,0.85,1,1
71,3,10,1,55.83,0.8,1,1
72,3,11,0,45.19,0.85,0,1
73,3,12,0,39.12,0.85,0,1
74,3,13,0,30.94,0.85,0,1
75,3,14,1,62.0,0.85,1,1
76,3,15,1,58.59,0.85,1,1
77,3,16,1,64.54,0.85,1,1
78,3,17,0,29.9,0.8,0,1
79,3,18,1,60.02,0.85,0,1
0,0,0,0,33.22,0.0,0,2
1,0,1,1,51.62,0.0,1,2
2,0,2,1,64.38,0.7,1,2
3,0,3,1,62.92,0.7,1,2
4,0,4,0,32.65,0.7,0,2
5,0,5,1,56.5,0.7,1,2
6,0,6,1,54.51,0.7,1,2
7,0,7,1,56.31,0.7,1,2
8,0,8,0,40.59,0.7,0,2
9,0,9,0,34.57,0.7,0,2
10,0,10,1,63.33,0.7,1,2
11,0,11,1,57.9,0.7,1,2
12,0,12,1,59.68,0.7,1,2
13,0,13,1,60.31,0.7,1,2
14,0,14,0,36.5,0.7,0,2
15,0,15,1,71.76,0.7,1,2
16,0,16,1,57.98,0.7,1,2
17,0,17,0,42.0,0.7,0,2
18,0,18,0,31.08,0.7,0,2
19,0,19,0,40.37,0.7,0,2
20,0,20,1,49.97,0.7,0,2
21,1,0,0,66.64,0.7,1,2
22,1,1,0,58.26,0.7,1,2
23,1,2,1,35.46,0.7,0,2
24,1,3,0,60.72,0.7,1,2
25,1,4,1,44.18,0.7,0,2
26,1,5,0,53.1,0.7,1,2
27,1,6,0,46.94,0.7,1,2
28,1,7,1,48.33,0.7,0,2
29,1,8,0,50.31,0.7,1,2
30,1,9,1,37.68,0.7,0,2
31,1,10,1,43.05,0.7,0,2
32,1,11,1,54.72,0.7,0,2
33,1,12,1,56.1,0.7,0,2
34,1,13,0,60.73,0.7,1,2
35,1,14,1,50.18,0.7,0,2
36,1,15,1,40.54,0.7,0,2
37,1,16,1,33.79,0.7,0,2
38,1,17,0,47.36,0.7,1,2
39,1,18,1,31.53,0.7,0,2
40,1,19,1,40.86,0.7,1,2
41,2,0,0,48.22,0.7,0,2
42,2,1,1,56.75,0.7,1,2
43,2,2,1,56.28,0.7,1,2
44,2,3,1,67.52,0.7,1,2
45,2,4,1,69.45,0.7,1,2
46,2,5,1,66.28,0.7,1,2
47,2,6,1,63.69,0.7,1,2
48,2,7,0,33.62,0.7,0,2
49,2,8,0,54.8,0.7,0,2
50,2,9,1,61.38,0.7,1,2
51,2,10,0,46.2,0.7,0,2
52,2,11,0,52.42,0.7,0,2
53,2,12,0,24.99,0.7,0,2
54,2,13,1,55.95,0.7,1,2
55,2,14,0,28.28,0.7,0,2
56,2,15,1,58.1,0.7,1,2
57,2,16,1,57.02,0.7,1,2
58,2,17,1,66.14,0.7,1,2
59,2,18,0,53.63,0.7,0,2
60,2,19,1,53.02,0.7,0,2
61,3,0,1,51.37,0.7,0,2
62,3,1,1,54.26,0.7,0,2
63,3,2,0,55.56,0.7,1,2
64,3,3,0,62.72,0.7,1,2
65,3,4,0,61.75,0.7,1,2
66,3,5,0,59.53,0.7,1,2
67,3,6,0,58.14,0.7,1,2
68,3,7,1,35.64,0.7,0,2
69,3,8,0,50.64,0.7,1,2
70,3,9,0,70.17,0.7,1,2
71,3,10,1,34.34,0.7,0,2
72,3,11,1,41.8,0.7,0,2
73,3,12,1,53.35,0.7,0,2
74,3,13,0,72.27,0.7,1,2
75,3,14,1,45.15,0.7,0,2
76,3,15,0,57.29,0.7,1,2
77,3,16,1,27.63,0.7,0,2
78,3,17,1,47.75,0.7,0,2
79,3,18,0,54.53,0.7,0,2
0,0,0,1,55.75,0.5,1,3
1,0,1,0,40.02,0.5,0,3
2,0,2,1,59.37,0.5,1,3
3,0,3,1,63.25,0.5,1,3
4,0,4,0,26.18,0.5,0,3
5,0,5,1,77.34,0.5,1,3
6,0,6,0,35.65,0.5,0,3
7,0,7,0,39.82,0.5,0,3
8,0,8,1,66.31,0.5,1,3
9,0,9,0,52.53,0.7,0,3
10,0,10,0,28.76,0.7,0,3
11,0,11,0,39.31,0.8,0,3
12,0,12,0,27.63,0.8,0,3
13,0,13,1,61.08,0.71,1,3
14,0,14,0,54.32,0.7,0,3
15,0,15,0,48.48,0.73,0,3
16,0,16,0,47.9,0.71,0,3
17,0,17,1,64.02,0.71,1,3
18,0,18,0,40.6,0.71,0,3
19,0,19,0,46.75,0.71,0,3
20,0,20,1,66.45,0.71,0,3
21,1,0,1,34.88,0.71,0,3
22,1,1,1,30.6,0.7,0,3
23,1,2,1,51.05,0.7,0,3
24,1,3,0,47.74,0.71,1,3
25,1,4,0,64.01,0.71,1,3
26,1,5,1,31.43,0.71,0,3
27,1,6,1,37.77,0.71,0,3
28,1,7,0,64.66,0.71,1,3
29,1,8,1,44.84,0.7,0,3
30,1,9,0,66.7,0.71,1,3
31,1,10,0,68.9,0.71,1,3
32,1,11,0,66.28,0.71,1,3
33,1,12,0,47.56,0.71,1,3
34,1,13,1,30.37,0.71,0,3
35,1,14,1,35.47,0.71,0,3
36,1,15,1,36.71,0.71,0,3
37,1,16,1,35.49,0.71,0,3
38,1,17,0,59.34,0.71,1,3
39,1,18,0,51.38,0.71,1,3
40,1,19,0,72.39,0.71,0,3
41,2,0,0,35.13,0.7,0,3
42,2,1,1,60.76,0.71,1,3
43,2,2,1,50.31,0.7,1,3
44,2,3,0,39.52,0.71,0,3
45,2,4,1,70.02,0.71,1,3
46,2,5,0,41.22,0.71,0,3
47,2,6,0,37.86,0.8,0,3
48,2,7,0,36.38,0.71,0,3
49,2,8,1,54.11,0.71,1,3
50,2,9,1,75.05,0.71,1,3
51,2,10,1,57.22,0.71,1,3
52,2,11,0,49.99,0.71,0,3
53,2,12,0,43.69,0.71,0,3
54,2,13,0,30.44,0.71,0,3
55,2,14,1,67.42,0.71,1,3
56,2,15,0,46.31,0.71,0,3
57,2,16,0,42.06,0.71,0,3
58,2,17,1,51.54,0.71,1,3
59,2,18,1,63.89,0.71,1,3
60,2,19,1,60.43,0.71,0,3
61,3,0,0,60.96,0.71,1,3
62,3,1,1,28.08,0.71,0,3
63,3,2,0,32.46,0.71,1,3
64,3,3,0,48.35,0.71,1,3
65,3,4,0,78.18,0.71,1,3
66,3,5,1,48.15,0.71,0,3
67,3,6,1,35.46,0.71,0,3
68,3,7,1,24.72,0.71,0,3
69,3,8,1,49.8,0.7,0,3
70,3,9,1,35.89,0.71,0,3
71,3,10,1,43.14,0.71,0,3
72,3,11,1,37.84,0.71,0,3
73,3,12,1,46.27,0.71,0,3
74,3,13,1,28.52,0.71,0,3
75,3,14,0,57.7,0.71,1,3
76,3,15,1,23.21,0.71,0,3
77,3,16,0,56.07,0.71,1,3
78,3,17,0,72.33,0.71,1,3
79,3,18,1,42.46,0.71,1,3
0,0,0,0,38.57,0.85,0,4
1,0,1,1,62.89,0.85,1,4
2,0,2,1,66.35,0.85,1,4
3,0,3,1,60.64,0.85,1,4
4,0,4,0,36.57,0.85,0,4
5,0,5,1,66.0,0.85,1,4
6,0,6,1,59.2,0.85,1,4
7,0,7,1,58.12,0.85,1,4
8,0,8,0,30.1,0.85,0,4
9,0,9,1,73.79,0.85,1,4
10,0,10,1,73.71,0.85,1,4
11,0,11,0,26.38,0.85,0,4
12,0,12,1,60.28,0.85,1,4
13,0,13,1,52.29,0.85,1,4
14,0,14,1,54.53,0.85,1,4
15,0,15,0,32.79,0.85,0,4
16,0,16,0,40.46,0.85,0,4
17,0,17,1,50.63,0.85,1,4
18,0,18,0,33.99,0.85,0,4
19,0,19,0,27.31,0.85,0,4
20,0,20,1,54.0,0.85,0,4
21,1,0,0,75.42,0.85,1,4
22,1,1,1,41.79,0.85,0,4
23,1,2,0,52.73,0.85,1,4
24,1,3,1,35.17,0.85,0,4
25,1,4,0,68.38,0.85,1,4
26,1,5,1,44.84,0.85,0,4
27,1,6,1,37.05,0.85,0,4
28,1,7,1,30.66,0.85,0,4
29,1,8,1,31.19,0.85,0,4
30,1,9,0,71.61,0.85,1,4
31,1,10,1,37.82,0.85,0,4
32,1,11,1,56.38,0.85,0,4
33,1,12,1,46.42,0.85,0,4
34,1,13,0,61.69,0.85,1,4
35,1,14,1,40.91,0.85,0,4
36,1,15,0,53.9,0.85,1,4
37,1,16,0,50.9,0.85,1,4
38,1,17,1,43.91,0.85,0,4
39,1,18,1,23.75,0.85,0,4
40,1,19,1,48.38,0.85,1,4
41,2,0,0,36.23,0.85,0,4
42,2,1,0,39.84,0.85,0,4
43,2,2,0,38.5,0.85,0,4
44,2,3,0,32.44,0.85,0,4
45,2,4,1,66.81,0.85,1,4
46,2,5,0,47.13,0.85,0,4
47,2,6,0,42.18,0.85,0,4
48,2,7,0,49.53,0.85,0,4
49,2,8,1,44.78,0.85,1,4
50,2,9,1,55.94,0.85,1,4
51,2,10,0,37.9,0.85,0,4
52,2,11,0,54.51,0.85,0,4
53,2,12,1,51.84,0.85,1,4
54,2,13,1,53.63,0.85,1,4
55,2,14,1,60.03,0.85,1,4
56,2,15,0,39.27,0.85,0,4
57,2,16,1,60.31,0.85,1,4
58,2,17,1,73.64,0.85,1,4
59,2,18,0,42.83,0.85,0,4
60,2,19,0,18.82,0.85,1,4
61,3,0,1,43.74,0.85,0,4
62,3,1,1,31.16,0.85,0,4
63,3,2,0,49.29,0.85,1,4
64,3,3,1,39.59,0.85,0,4
65,3,4,0,55.0,0.85,1,4
66,3,5,1,35.71,0.85,0,4
67,3,6,1,49.96,0.85,0,4
68,3,7,1,39.63,0.85,0,4
69,3,8,0,62.09,0.85,1,4
70,3,9,1,49.67,0.85,0,4
71,3,10,1,51.05,0.85,0,4
72,3,11,1,39.05,0.85,0,4
73,3,12,0,69.35,0.85,1,4
74,3,13,0,58.26,0.85,1,4
75,3,14,1,23.08,0.85,0,4
76,3,15,0,54.21,0.85,1,4
77,3,16,1,40.23,0.85,0,4
78,3,17,1,29.99,0.85,0,4
79,3,18,1,38.0,0.85,1,4
0,0,0,0,62.19,0.5,1,5
1,0,1,1,51.68,0.5,0,5
2,0,2,1,25.49,0.5,0,5
3,0,3,0,61.59,0.5,1,5
4,0,4,0,66.5,0.5,1,5
5,0,5,1,29.12,0.5,0,5
6,0,6,1,32.63,0.5,0,5
7,0,7,1,41.97,0.5,0,5
8,0,8,0,64.03,0.5,1,5
9,0,9,1,43.03,0.5,0,5
10,0,10,0,65.24,0.5,1,5
11,0,11,0,63.6,0.5,1,5
12,0,12,0,60.57,0.5,1,5
13,0,13,0,67.64,0.5,1,5
14,0,14,0,66.08,0.5,1,5
15,0,15,1,46.06,0.5,0,5
16,0,16,1,22.32,0.5,0,5
17,0,17,1,39.07,0.5,0,5
18,0,18,1,39.01,0.5,0,5
19,0,19,0,69.33,0.5,1,5
20,0,20,0,62.54,0.5,0,5
21,1,0,1,58.75,0.5,1,5
22,1,1,0,45.6,0.5,0,5
23,1,2,1,48.88,0.5,1,5
24,1,3,0,50.16,0.5,0,5
25,1,4,1,50.14,0.5,1,5
26,1,5,1,69.46,0.5,1,5
27,1,6,0,39.49,0.5,0,5
28,1,7,1,62.59,0.8,1,5
29,1,8,0,53.88,0.5,0,5
30,1,9,1,60.22,0.8,1,5
31,1,10,0,43.21,0.5,0,5
32,1,11,0,40.1,0.5,0,5
33,1,12,1,53.88,0.8,1,5
34,1,13,0,43.12,0.8,0,5
35,1,14,1,67.59,0.5,1,5
36,1,15,0,22.04,0.5,0,5
37,1,16,0,28.06,0.5,0,5
38,1,17,0,44.48,0.5,0,5
39,1,18,1,65.76,0.5,1,5
40,1,19,0,43.69,0.8,1,5
41,2,0,0,69.77,0.8,1,5
42,2,1,1,42.07,0.8,0,5
43,2,2,1,35.65,0.5,0,5
44,2,3,1,55.76,0.5,0,5
45,2,4,1,39.1,0.8,0,5
46,2,5,0,59.92,0.8,1,5
47,2,6,0,64.04,0.5,1,5
48,2,7,1,38.71,0.5,0,5
49,2,8,1,19.99,0.5,0,5
50,2,9,1,33.79,0.5,0,5
51,2,10,0,51.34,0.8,1,5
52,2,11,1,29.45,0.8,0,5
53,2,12,1,40.93,0.5,0,5
54,2,13,1,38.77,0.8,0,5
55,2,14,0,59.59,0.5,1,5
56,2,15,0,58.84,0.8,1,5
57,2,16,1,34.88,0.5,0,5
58,2,17,1,39.67,0.8,0,5
59,2,18,0,56.22,0.8,1,5
60,2,19,1,35.64,0.8,1,5
61,3,0,0,31.81,0.8,0,5
62,3,1,1,57.68,0.8,1,5
63,3,2,1,64.07,0.8,1,5
64,3,3,1,58.14,0.8,1,5
65,3,4,1,56.96,0.8,1,5
66,3,5,1,42.78,0.8,1,5
67,3,6,1,73.84,0.8,1,5
68,3,7,0,31.55,0.5,0,5
69,3,8,1,58.05,0.8,1,5
70,3,9,0,52.4,0.5,0,5
71,3,10,0,43.65,0.5,0,5
72,3,11,1,67.85,0.8,1,5
73,3,12,1,54.51,0.8,1,5
74,3,13,1,58.47,0.8,1,5
75,3,14,0,31.0,0.8,0,5
76,3,15,0,35.63,0.8,0,5
77,3,16,1,51.75,0.8,1,5
78,3,17,0,42.67,0.8,0,5
79,3,18,1,54.73,0.5,0,5
0,0,0,0,41.82,0.5,1,6
1,0,1,1,52.91,0.5,0,6
2,0,2,1,43.61,0.5,0,6
3,0,3,0,59.35,0.5,1,6
4,0,4,0,67.33,0.5,1,6
5,0,5,1,38.52,0.5,0,6
6,0,6,1,43.27,0.5,0,6
7,0,7,1,42.35,0.5,0,6
8,0,8,1,50.62,0.5,0,6
9,0,9,0,61.3,0.5,1,6
10,0,10,1,33.49,0.5,0,6
11,0,11,0,57.23,0.5,1,6
12,0,12,1,39.56,0.5,0,6
13,0,13,1,55.4,0.5,0,6
14,0,14,1,55.35,0.5,0,6
15,0,15,0,61.16,0.5,1,6
16,0,16,0,61.21,0.8,1,6
17,0,17,0,41.9,0.5,1,6
18,0,18,1,47.18,0.5,0,6
19,0,19,0,63.86,0.5,1,6
20,0,20,0,64.01,0.5,0,6
21,1,0,0,43.01,0.5,0,6
22,1,1,1,66.3,0.5,1,6
23,1,2,1,55.11,0.5,1,6
24,1,3,0,29.36,0.5,0,6
25,1,4,0,48.01,0.75,0,6
26,1,5,0,35.15,0.5,0,6
27,1,6,1,60.12,0.65,1,6
28,1,7,0,39.18,0.5,0,6
29,1,8,0,35.59,0.5,0,6
30,1,9,1,62.71,0.8,1,6
31,1,10,1,75.7,0.65,1,6
32,1,11,1,63.79,0.8,1,6
33,1,12,1,67.5,0.8,1,6
34,1,13,0,28.59,0.7,0,6
35,1,14,0,33.21,0.7,0,6
36,1,15,1,46.87,0.7,1,6
37,1,16,0,43.95,0.8,0,6
38,1,17,0,30.18,0.71,0,6
39,1,18,1,53.42,0.7,1,6
40,1,19,1,68.17,0.8,0,6
41,2,0,1,29.55,0.8,0,6
42,2,1,0,65.11,0.85,1,6
43,2,2,1,49.18,0.7,0,6
44,2,3,1,38.52,0.8,0,6
45,2,4,0,59.56,0.85,1,6
46,2,5,0,70.63,0.85,1,6
47,2,6,0,57.3,0.85,1,6
48,2,7,1,27.93,0.85,0,6
49,2,8,0,74.58,0.7,1,6
50,2,9,0,76.36,0.7,1,6
51,2,10,1,31.8,0.85,0,6
52,2,11,1,31.66,0.85,0,6
53,2,12,0,60.28,0.85,1,6
54,2,13,0,43.01,0.85,1,6
55,2,14,1,37.22,0.85,0,6
56,2,15,0,63.61,0.7,1,6
57,2,16,1,55.51,0.8,0,6
58,2,17,1,38.73,0.85,0,6
59,2,18,1,35.65,0.85,0,6
60,2,19,1,46.68,0.86,1,6
61,3,0,1,60.45,0.86,1,6
62,3,1,1,52.84,0.7,1,6
63,3,2,0,48.37,0.7,0,6
64,3,3,1,54.86,0.85,1,6
65,3,4,1,55.03,0.85,1,6
66,3,5,1,68.27,0.71,1,6
67,3,6,1,63.47,0.85,1,6
68,3,7,1,62.27,0.85,1,6
69,3,8,1,55.7,0.7,1,6
70,3,9,0,38.15,0.7,0,6
71,3,10,0,31.69,0.85,0,6
72,3,11,1,46.55,0.85,1,6
73,3,12,0,45.68,0.86,0,6
74,3,13,1,53.93,0.85,1,6
75,3,14,1,47.91,0.76,1,6
76,3,15,1,43.8,0.71,1,6
77,3,16,0,48.11,0.85,0,6
78,3,17,0,42.13,0.76,0,6
79,3,18,1,56.66,0.85,0,6
0,0,0,0,49.07,0.8,0,7
1,0,1,0,40.31,0.8,0,7
2,0,2,0,39.67,0.8,0,7
3,0,3,1,70.05,0.8,1,7
4,0,4,0,26.13,0.8,0,7
5,0,5,0,33.49,0.8,0,7
6,0,6,0,35.76,0.8,0,7
7,0,7,1,69.03,0.8,1,7
8,0,8,1,59.62,0.8,1,7
9,0,9,1,56.09,0.8,1,7
10,0,10,1,66.3,0.8,1,7
11,0,11,0,36.76,0.8,0,7
12,0,12,0,40.24,0.8,0,7
13,0,13,1,71.41,0.8,1,7
14,0,14,0,53.35,0.8,0,7
15,0,15,1,52.76,0.8,1,7
16,0,16,0,51.03,0.8,0,7
17,0,17,0,46.81,0.8,0,7
18,0,18,0,36.8,0.8,0,7
19,0,19,0,49.65,0.8,0,7
20,0,20,0,43.35,0.8,1,7
21,1,0,1,50.43,0.8,0,7
22,1,1,1,43.82,0.8,0,7
23,1,2,1,43.79,0.8,0,7
24,1,3,1,40.74,0.8,0,7
25,1,4,0,58.17,0.8,1,7
26,1,5,1,51.6,0.8,0,7
27,1,6,1,47.23,0.8,0,7
28,1,7,1,43.58,0.8,0,7
29,1,8,1,35.91,0.8,0,7
30,1,9,0,64.78,0.8,1,7
31,1,10,1,32.75,0.8,0,7
32,1,11,0,65.08,0.8,1,7
33,1,12,1,34.42,0.8,0,7
34,1,13,1,46.19,0.8,0,7
35,1,14,1,43.76,0.8,0,7
36,1,15,1,46.05,0.8,0,7
37,1,16,1,41.26,0.8,0,7
38,1,17,1,40.59,0.8,0,7
39,1,18,1,35.26,0.8,0,7
40,1,19,1,37.66,0.8,1,7
41,2,0,1,54.67,0.8,1,7
42,2,1,1,54.72,0.8,1,7
43,2,2,0,39.15,0.8,0,7
44,2,3,1,53.96,0.8,1,7
45,2,4,1,57.93,0.8,1,7
46,2,5,0,33.44,0.8,0,7
47,2,6,0,27.35,0.8,0,7
48,2,7,0,45.68,0.8,0,7
49,2,8,1,70.99,0.8,1,7
50,2,9,1,55.8,0.8,1,7
51,2,10,1,58.45,0.8,1,7
52,2,11,0,38.6,0.8,0,7
53,2,12,0,50.3,0.8,0,7
54,2,13,1,64.55,0.8,1,7
55,2,14,0,41.38,0.8,0,7
56,2,15,1,46.38,0.8,1,7
57,2,16,0,34.18,0.8,0,7
58,2,17,1,52.12,0.8,1,7
59,2,18,0,35.94,0.8,0,7
60,2,19,0,42.48,0.8,1,7
61,3,0,1,31.28,0.8,0,7
62,3,1,1,39.41,0.8,0,7
63,3,2,1,44.12,0.8,0,7
64,3,3,1,38.65,0.8,0,7
65,3,4,1,47.21,0.8,0,7
66,3,5,0,59.66,0.8,1,7
67,3,6,1,28.86,0.8,0,7
68,3,7,0,57.04,0.8,1,7
69,3,8,0,54.26,0.8,1,7
70,3,9,1,26.99,0.8,0,7
71,3,10,1,38.32,0.8,0,7
72,3,11,1,24.17,0.8,0,7
73,3,12,0,57.44,0.8,1,7
74,3,13,0,62.19,0.8,1,7
75,3,14,1,38.21,0.8,0,7
76,3,15,1,30.1,0.8,0,7
77,3,16,0,55.6,0.8,1,7
78,3,17,0,73.94,0.8,1,7
79,3,18,0,64.24,0.8,0,7
0,0,0,0,38.18,0.8,0,8
1,0,1,0,47.89,0.8,0,8
2,0,2,1,70.17,0.8,1,8
3,0,3,1,41.49,0.8,1,8
4,0,4,0,43.44,0.8,0,8
5,0,5,1,63.44,0.8,1,8
6,0,6,0,33.69,0.8,0,8
7,0,7,0,46.39,0.8,0,8
8,0,8,0,42.2,0.8,0,8
9,0,9,0,40.1,0.8,0,8
10,0,10,1,61.47,0.8,1,8
11,0,11,1,57.36,0.8,1,8
12,0,12,1,56.15,0.8,1,8
13,0,13,1,65.7,0.8,1,8
14,0,14,0,25.0,0.8,0,8
15,0,15,0,34.99,0.8,0,8
16,0,16,0,36.46,0.8,0,8
17,0,17,0,36.55,0.8,0,8
18,0,18,0,42.7,0.8,0,8
19,0,19,1,55.14,0.8,1,8
20,0,20,1,59.64,0.8,0,8
21,1,0,0,70.28,0.8,1,8
22,1,1,0,63.88,0.8,1,8
23,1,2,1,39.85,0.8,0,8
24,1,3,1,45.53,0.8,0,8
25,1,4,0,65.11,0.8,1,8
26,1,5,0,50.18,0.8,1,8
27,1,6,1,45.24,0.8,0,8
28,1,7,0,51.59,0.8,1,8
29,1,8,0,65.02,0.8,1,8
30,1,9,1,42.09,0.8,0,8
31,1,10,1,43.65,0.8,0,8
32,1,11,1,46.69,0.8,0,8
33,1,12,0,61.78,0.8,1,8
34,1,13,1,26.08,0.8,0,8
35,1,14,1,36.7,0.8,0,8
36,1,15,0,58.52,0.8,1,8
37,1,16,1,28.48,0.8,0,8
38,1,17,1,38.45,0.8,0,8
39,1,18,1,38.03,0.8,0,8
40,1,19,0,57.83,0.8,0,8
41,2,0,1,53.5,0.8,1,8
42,2,1,0,34.54,0.8,0,8
43,2,2,0,47.97,0.8,0,8
44,2,3,0,41.67,0.8,0,8
45,2,4,1,58.82,0.8,1,8
46,2,5,1,80.27,0.8,1,8
47,2,6,1,60.86,0.8,1,8
48,2,7,0,31.09,0.8,0,8
49,2,8,0,32.73,0.8,0,8
50,2,9,0,36.35,0.8,0,8
51,2,10,1,55.9,0.8,1,8
52,2,11,1,72.52,0.8,1,8
53,2,12,1,49.63,0.8,1,8
54,2,13,0,45.12,0.8,0,8
55,2,14,0,35.37,0.8,0,8
56,2,15,1,60.28,0.8,1,8
