trial,block,block_trial,choice,reward,confidence,accurate,run
7,0,7,1,23.33,0.0,0,3
8,0,8,0,47.71,0.0,1,3
9,0,9,0,56.48,0.0,1,3
10,0,10,1,36.19,0.0,0,3
11,0,11,0,64.93,0.0,1,3
12,0,12,0,58.03,0.0,1,3
13,0,13,0,66.2,0.0,1,3
14,0,14,0,70.55,0.0,1,3
15,0,15,1,29.59,0.0,0,3
16,0,16,0,49.86,0.0,1,3
17,0,17,1,43.11,0.0,0,3
18,0,18,0,69.6,0.0,1,3
19,0,19,0,77.84,0.0,1,3
20,0,20,0,61.81,0.0,0,3
21,1,0,1,56.56,0.0,1,3
22,1,1,0,35.69,0.0,0,3
23,1,2,0,26.64,0.0,0,3
24,1,3,1,64.53,0.0,1,3
25,1,4,1,49.41,0.0,1,3
26,1,5,1,69.72,0.0,1,3
27,1,6,0,40.62,0.0,0,3
28,1,7,1,50.74,0.0,1,3
29,1,8,1,47.08,0.0,1,3
30,1,9,1,54.49,0.0,1,3
31,1,10,0,35.61,0.0,0,3
32,1,11,1,56.69,0.0,1,3
33,1,12,0,45.42,0.0,0,3
34,1,13,1,56.58,0.0,1,3
35,1,14,0,52.4,0.0,0,3
36,1,15,0,37.31,0.0,0,3
37,1,16,1,42.63,0.0,1,3
38,1,17,1,57.29,0.0,1,3
39,1,18,0,39.08,0.0,0,3
40,1,19,1,62.53,0.0,0,3
41,2,0,0,69.26,0.0,1,3
42,2,1,1,38.3,0.0,0,3
43,2,2,0,59.71,0.0,1,3
44,2,3,0,62.81,0.0,1,3
45,2,4,1,33.81,0.0,0,3
46,2,5,0,56.57,0.0,1,3
47,2,6,1,36.82,0.0,0,3
48,2,7,1,54.09,0.0,0,3
49,2,8,0,61.16,0.0,1,3
50,2,9,0,60.58,0.0,1,3
51,2,10,1,31.2,0.0,0,3
52,2,11,0,54.72,0.0,1,3
53,2,12,0,59.36,0.0,1,3
54,2,13,1,44.92,0.0,0,3
55,2,14,0,54.06,0.0,1,3
56,2,15,1,44.9,0.0,0,3
57,2,16,1,38.49,0.0,0,3
58,2,17,0,58.5,0.0,1,3
59,2,18,0,52.13,0.0,1,3
60,2,19,0,55.98,0.0,0,3
61,3,0,0,45.01,0.0,0,3
62,3,1,1,60.8,0.0,1,3
63,3,2,1,52.7,0.0,1,3
64,3,3,0,48.54,0.0,0,3
65,3,4,1,52.29,0.0,1,3
66,3,5,1,61.86,0.0,1,3
67,3,6,1,47.06,0.0,1,3
68,3,7,0,28.33,0.0,0,3
69,3,8,1,57.65,0.0,1,3
70,3,9,0,52.6,0.0,0,3
71,3,10,1,78.15,0.0,1,3
72,3,11,0,35.34,0.0,0,3
73,3,12,1,64.79,0.0,1,3
74,3,13,0,48.5,0.0,0,3
75,3,14,1,42.84,0.0,1,3
76,3,15,0,38.59,0.0,0,3
77,3,16,0,41.55,0.0,0,3
78,3,17,1,68.64,0.0,1,3
79,3,18,1,52.2,0.0,0,3
0,0,0,1,48.59,0.0,1,4
1,0,1,0,54.57,0.0,0,4
2,0,2,1,62.14,0.0,1,4
3,0,3,0,38.55,0.0,0,4
4,0,4,0,34.67,0.0,0,4
5,0,5,0,56.88,0.0,0,4
6,0,6,1,77.76,0.0,1,4
7,0,7,0,47.2,0.0,0,4
8,0,8,0,48.16,0.0,0,4
9,0,9,1,58.88,0.0,1,4
10,0,10,0,38.55,0.0,0,4
11,0,11,0,42.92,0.0,0,4
12,0,12,0,50.09,0.0,0,4
13,0,13,0,36.05,0.0,0,4
14,0,14,1,64.34,0.0,1,4
15,0,15,1,56.63,0.0,1,4
16,0,16,0,34.53,0.0,0,4
17,0,17,0,43.11,0.0,0,4
18,0,18,0,41.95,0.0,0,4
19,0,19,1,64.94,0.0,1,4
20,0,20,1,61.06,0.0,0,4
21,1,0,0,53.43,0.0,1,4
22,1,1,0,60.3,0.0,1,4
23,1,2,0,59.48,0.0,1,4
24,1,3,0,58.19,0.0,1,4
25,1,4,0,55.43,0.0,1,4
26,1,5,1,43.15,0.0,0,4
27,1,6,1,55.95,0.0,0,4
28,1,7,1,41.89,0.0,0,4
29,1,8,0,64.22,0.0,1,4
30,1,9,0,74.7,0.0,1,4
31,1,10,0,51.15,0.0,1,4
32,1,11,0,54.67,0.0,1,4
33,1,12,0,54.56,0.0,1,4
34,1,13,0,50.99,0.0,1,4
35,1,14,1,45.54,0.0,0,4
36,1,15,1,33.64,0.0,0,4
37,1,16,1,29.01,0.0,0,4
38,1,17,0,60.09,0.0,1,4
39,1,18,0,54.28,0.0,1,4
40,1,19,1,26.45,0.0,1,4
41,2,0,0,29.72,0.0,0,4
42,2,1,1,64.8,0.0,1,4
43,2,2,1,61.46,0.0,1,4
44,2,3,1,62.94,0.0,1,4
45,2,4,1,55.48,0.0,1,4
46,2,5,0,36.56,0.0,0,4
47,2,6,0,37.55,0.0,0,4
48,2,7,1,59.23,0.0,1,4
49,2,8,0,40.91,0.0,0,4
50,2,9,0,33.6,0.0,0,4
51,2,10,1,65.95,0.0,1,4
52,2,11,0,47.05,0.0,0,4
53,2,12,0,37.42,0.0,0,4
54,2,13,0,40.14,0.0,0,4
55,2,14,1,48.97,0.0,1,4
56,2,15,0,55.16,0.0,0,4
57,2,16,0,45.61,0.0,0,4
58,2,17,1,60.19,0.0,1,4
59,2,18,0,37.2,0.0,0,4
60,2,19,0,36.8,0.0,1,4
61,3,0,1,50.26,0.0,0,4
62,3,1,0,65.0,0.0,1,4
63,3,2,0,76.8,0.0,1,4
64,3,3,1,35.03,0.0,0,4
65,3,4,1,41.59,0.0,0,4
66,3,5,1,47.1,0.0,0,4
67,3,6,0,71.06,0.0,1,4
68,3,7,0,57.26,0.0,1,4
69,3,8,0,66.09,0.0,1,4
70,3,9,1,35.63,0.0,0,4
71,3,10,1,26.14,0.0,0,4
72,3,11,0,61.15,0.0,1,4
73,3,12,1,46.99,0.0,0,4
74,3,13,0,49.96,0.0,1,4
75,3,14,1,35.28,0.0,0,4
76,3,15,0,52.73,0.0,1,4
77,3,16,0,65.38,0.0,1,4
78,3,17,0,52.13,0.0,1,4
79,3,18,0,71.51,0.0,0,4
0,0,0,0,58.6,0.0,1,5
1,0,1,0,60.91,0.0,1,5
2,0,2,1,32.59,0.0,0,5
3,0,3,0,41.25,0.0,1,5
4,0,4,0,61.91,0.0,1,5
5,0,5,1,49.04,0.0,0,5
6,0,6,0,55.88,0.0,1,5
7,0,7,1,39.95,0.0,0,5
8,0,8,1,28.9,0.0,0,5
9,0,9,1,39.88,0.0,0,5
10,0,10,0,60.27,0.0,1,5
11,0,11,1,45.52,0.0,0,5
12,0,12,1,44.33,0.0,0,5
13,0,13,1,40.28,0.0,0,5
14,0,14,1,44.67,0.0,0,5
15,0,15,0,58.28,0.0,1,5
16,0,16,0,58.48,0.0,1,5
17,0,17,0,55.33,0.0,1,5
18,0,18,0,58.73,0.0,1,5
19,0,19,0,65.29,0.0,1,5
20,0,20,1,35.1,0.0,1,5
21,1,0,0,44.15,0.0,0,5
22,1,1,1,58.12,0.0,1,5
23,1,2,0,44.37,0.0,0,5
24,1,3,0,38.38,0.0,0,5
25,1,4,0,41.22,0.0,0,5
26,1,5,0,34.63,0.0,0,5
27,1,6,0,34.69,0.0,0,5
28,1,7,1,66.66,0.0,1,5
29,1,8,1,59.98,0.0,1,5
30,1,9,1,66.83,0.0,1,5
31,1,10,0,60.58,0.0,0,5
32,1,11,0,52.69,0.0,0,5
33,1,12,0,50.67,0.0,0,5
34,1,13,1,45.66,0.0,1,5
35,1,14,0,43.08,0.0,0,5
36,1,15,1,66.21,0.0,1,5
37,1,16,0,48.6,0.0,0,5
38,1,17,0,42.1,0.0,0,5
39,1,18,0,52.26,0.0,0,5
40,1,19,0,43.78,0.0,1,5
41,2,0,1,46.17,0.0,0,5
42,2,1,1,28.77,0.0,0,5
43,2,2,0,65.43,0.0,1,5
44,2,3,0,65.68,0.0,1,5
45,2,4,0,65.8,0.0,1,5
46,2,5,1,48.03,0.0,0,5
47,2,6,0,54.67,0.0,1,5
48,2,7,1,41.55,0.0,0,5
49,2,8,0,59.28,0.0,1,5
50,2,9,0,62.11,0.0,1,5
51,2,10,1,41.38,0.0,0,5
52,2,11,1,43.75,0.0,0,5
53,2,12,0,50.61,0.0,1,5
54,2,13,0,60.12,0.0,1,5
55,2,14,1,26.15,0.0,0,5
56,2,15,0,57.5,0.0,1,5
57,2,16,0,75.83,0.0,1,5
58,2,17,0,68.82,0.0,1,5
59,2,18,0,44.36,0.0,1,5
60,2,19,0,47.87,0.0,0,5
61,3,0,1,56.41,0.0,1,5
62,3,1,0,22.26,0.0,0,5
63,3,2,1,68.68,0.0,1,5
64,3,3,0,34.62,0.0,0,5
65,3,4,0,42.59,0.0,0,5
66,3,5,0,38.96,0.0,0,5
67,3,6,0,38.58,0.0,0,5
68,3,7,0,38.13,0.0,0,5
69,3,8,1,38.99,0.0,1,5
70,3,9,0,45.47,0.0,0,5
71,3,10,1,64.29,0.0,1,5
72,3,11,0,37.92,0.0,0,5
73,3,12,1,57.9,0.0,1,5
74,3,13,1,51.58,0.0,1,5
75,3,14,0,33.76,0.0,0,5
76,3,15,0,37.77,0.0,0,5
77,3,16,0,32.32,0.0,0,5
78,3,17,0,31.42,0.0,0,5
79,3,18,0,39.02,0.0,1,5
0,0,0,0,46.31,0.0,0,6
1,0,1,0,40.51,0.0,0,6
2,0,2,0,50.02,0.0,0,6
3,0,3,1,62.91,0.0,1,6
4,0,4,0,46.18,0.0,0,6
5,0,5,1,59.98,0.0,1,6
6,0,6,0,28.96,0.0,0,6
7,0,7,0,40.31,0.0,0,6
8,0,8,1,53.14,0.0,1,6
9,0,9,1,66.33,0.0,1,6
10,0,10,0,29.87,0.0,0,6
11,0,11,0,38.27,0.0,0,6
12,0,12,0,34.88,0.0,0,6
13,0,13,1,71.04,0.0,1,6
14,0,14,1,57.93,0.0,1,6
15,0,15,0,34.25,0.0,0,6
16,0,16,0,43.45,0.0,0,6
17,0,17,1,61.56,0.0,1,6
18,0,18,0,45.89,0.0,0,6
19,0,19,0,38.14,0.0,0,6
20,0,20,0,48.69,0.0,1,6
21,1,0,1,39.52,0.0,0,6
22,1,1,1,32.76,0.0,0,6
23,1,2,1,30.55,0.0,0,6
24,1,3,1,41.91,0.0,0,6
25,1,4,1,46.62,0.0,0,6
26,1,5,0,61.31,0.0,1,6
27,1,6,0,60.28,0.0,1,6
28,1,7,0,59.58,0.0,1,6
29,1,8,1,37.72,0.0,0,6
30,1,9,0,60.81,0.0,1,6
31,1,10,0,55.73,0.0,1,6
32,1,11,0,65.28,0.0,1,6
33,1,12,0,65.28,0.0,1,6
34,1,13,0,57.06,0.0,1,6
35,1,14,1,31.44,0.0,0,6
36,1,15,0,58.3,0.0,1,6
37,1,16,0,60.54,0.0,1,6
38,1,17,0,53.75,0.0,1,6
39,1,18,0,78.57,0.0,1,6
40,1,19,1,27.45,0.0,1,6
41,2,0,0,33.21,0.0,0,6
42,2,1,0,39.58,0.0,0,6
43,2,2,1,61.1,0.0,1,6
44,2,3,0,41.32,0.0,0,6
45,2,4,1,61.83,0.0,1,6
46,2,5,1,62.28,0.0,1,6
47,2,6,0,35.81,0.0,0,6
48,2,7,0,28.14,0.0,0,6
49,2,8,1,45.48,0.0,1,6
50,2,9,0,38.45,0.0,0,6
51,2,10,1,63.29,0.0,1,6
52,2,11,0,32.26,0.0,0,6
53,2,12,0,38.31,0.0,0,6
54,2,13,0,43.27,0.0,0,6
55,2,14,0,45.34,0.0,0,6
56,2,15,0,51.98,0.0,0,6
57,2,16,0,43.22,0.0,0,6
58,2,17,1,50.04,0.0,1,6
59,2,18,1,53.65,0.0,1,6
60,2,19,1,54.6,0.0,0,6
61,3,0,0,60.17,0.0,1,6
62,3,1,0,54.69,0.0,1,6
63,3,2,0,59.47,0.0,1,6
64,3,3,0,56.48,0.0,1,6
65,3,4,0,53.9,0.0,1,6
66,3,5,0,65.11,0.0,1,6
67,3,6,1,32.71,0.0,0,6
68,3,7,1,33.54,0.0,0,6
69,3,8,0,46.84,0.0,1,6
70,3,9,1,54.37,0.0,0,6
71,3,10,0,58.18,0.0,1,6
72,3,11,0,42.94,0.0,1,6
73,3,12,0,57.22,0.0,1,6
74,3,13,0,85.52,0.0,1,6
75,3,14,0,83.29,0.0,1,6
76,3,15,0,53.16,0.0,1,6
77,3,16,0,61.25,0.0,1,6
78,3,17,0,57.52,0.0,1,6
79,3,18,1,52.05,0.0,1,6
0,0,0,0,41.58,0.0,0,7
1,0,1,0,47.53,0.0,0,7
2,0,2,0,49.4,0.0,0,7
3,0,3,0,23.18,0.0,0,7
4,0,4,0,30.06,0.0,0,7
5,0,5,1,50.11,0.0,1,7
6,0,6,0,29.29,0.0,0,7
7,0,7,1,64.46,0.0,1,7
8,0,8,0,33.03,0.0,0,7
9,0,9,0,40.62,0.0,0,7
10,0,10,0,37.47,0.0,0,7
11,0,11,0,46.6,0.0,0,7
12,0,12,0,43.44,0.0,0,7
13,0,13,0,38.72,0.0,0,7
14,0,14,1,62.3,0.0,1,7
15,0,15,1,40.65,0.0,1,7
16,0,16,0,38.79,0.0,0,7
17,0,17,0,28.49,0.0,0,7
18,0,18,0,44.92,0.0,0,7
19,0,19,1,57.41,0.0,1,7
20,0,20,0,43.52,0.0,1,7
21,1,0,0,57.81,0.0,1,7
22,1,1,0,60.58,0.0,1,7
23,1,2,1,33.62,0.0,0,7
24,1,3,1,28.98,0.0,0,7
25,1,4,1,57.86,0.0,0,7
26,1,5,0,62.57,0.0,1,7
27,1,6,0,49.98,0.0,1,7
28,1,7,1,35.73,0.0,0,7
29,1,8,0,69.27,0.0,1,7
30,1,9,1,47.25,0.0,0,7
31,1,10,0,57.69,0.0,1,7
32,1,11,0,57.1,0.0,1,7
33,1,12,0,69.64,0.0,1,7
34,1,13,0,58.4,0.0,1,7
35,1,14,1,49.57,0.0,0,7
36,1,15,1,38.04,0.0,0,7
37,1,16,1,28.4,0.0,0,7
38,1,17,0,61.11,0.0,1,7
39,1,18,0,65.48,0.0,1,7
40,1,19,0,51.74,0.0,0,7
41,2,0,1,55.82,0.0,1,7
42,2,1,1,52.55,0.0,1,7
43,2,2,1,60.98,0.0,1,7
44,2,3,0,47.77,0.0,0,7
45,2,4,1,54.37,0.0,1,7
46,2,5,0,45.87,0.0,0,7
47,2,6,0,36.95,0.0,0,7
48,2,7,1,52.39,0.0,1,7
49,2,8,0,45.46,0.0,0,7
50,2,9,1,51.76,0.0,1,7
51,2,10,1,53.09,0.0,1,7
52,2,11,0,42.62,0.0,0,7
53,2,12,0,46.7,0.0,0,7
54,2,13,1,74.93,0.0,1,7
55,2,14,1,52.43,0.0,1,7
56,2,15,1,50.22,0.0,1,7
57,2,16,0,36.85,0.0,0,7
58,2,17,0,36.06,0.0,0,7
59,2,18,0,47.84,0.0,0,7
60,2,19,0,43.65,0.0,1,7
61,3,0,0,64.87,0.0,1,7
62,3,1,0,58.22,0.0,1,7
63,3,2,0,73.58,0.0,1,7
64,3,3,1,33.95,0.0,0,7
65,3,4,0,69.1,0.0,1,7
66,3,5,1,38.73,0.0,0,7
67,3,6,1,44.81,0.0,0,7
68,3,7,1,35.68,0.0,0,7
69,3,8,1,40.36,0.0,0,7
70,3,9,0,64.51,0.0,1,7
71,3,10,0,45.18,0.0,1,7
72,3,11,1,38.33,0.0,0,7
73,3,12,1,45.15,0.0,0,7
74,3,13,1,37.94,0.0,0,7
75,3,14,1,51.83,0.0,0,7
76,3,15,0,47.97,0.0,1,7
77,3,16,1,31.47,0.0,0,7
78,3,17,1,48.77,0.0,0,7
79,3,18,1,29.97,0.0,1,7
0,0,0,1,24.71,0.0,0,8
1,0,1,1,44.46,0.0,0,8
2,0,2,0,64.65,0.0,1,8
3,0,3,0,67.39,0.0,1,8
4,0,4,0,57.92,0.0,1,8
5,0,5,1,47.32,0.0,0,8
6,0,6,0,64.31,0.0,1,8
7,0,7,1,40.65,0.0,0,8
8,0,8,0,55.54,0.0,1,8
9,0,9,0,65.84,0.0,1,8
10,0,10,0,47.67,0.0,1,8
11,0,11,0,74.09,0.0,1,8
12,0,12,0,61.18,0.0,1,8
13,0,13,1,35.46,0.0,0,8
14,0,14,0,65.91,0.0,1,8
15,0,15,0,64.03,0.0,1,8
16,0,16,1,33.99,0.0,0,8
17,0,17,1,37.04,0.0,0,8
18,0,18,1,43.19,0.0,0,8
19,0,19,1,50.28,0.0,0,8
20,0,20,1,37.42,0.0,1,8
21,1,0,0,46.76,0.0,0,8
22,1,1,1,54.41,0.0,1,8
23,1,2,1,58.76,0.0,1,8
24,1,3,0,35.95,0.0,0,8
25,1,4,0,41.54,0.0,0,8
26,1,5,0,55.05,0.0,0,8
27,1,6,0,37.85,0.0,0,8
28,1,7,0,45.95,0.0,0,8
29,1,8,1,69.36,0.0,1,8
30,1,9,0,40.86,0.0,0,8
31,1,10,1,48.17,0.0,1,8
32,1,11,1,66.97,0.0,1,8
33,1,12,1,64.06,0.0,1,8
34,1,13,0,51.28,0.0,0,8
35,1,14,0,46.83,0.0,0,8
36,1,15,1,63.93,0.0,1,8
37,1,16,0,26.73,0.0,0,8
38,1,17,1,60.59,0.0,1,8
39,1,18,0,33.39,0.0,0,8
40,1,19,1,57.17,0.0,0,8
41,2,0,1,51.37,0.0,0,8
42,2,1,1,24.95,0.0,0,8
43,2,2,1,32.14,0.0,0,8
44,2,3,1,36.24,0.0,0,8
45,2,4,0,68.01,0.0,1,8
46,2,5,0,56.31,0.0,1,8
47,2,6,0,52.69,0.0,1,8
48,2,7,1,37.29,0.0,0,8
49,2,8,1,45.23,0.0,0,8
50,2,9,0,65.95,0.0,1,8
51,2,10,1,32.54,0.0,0,8
52,2,11,1,46.2,0.0,0,8
53,2,12,0,59.18,0.0,1,8
54,2,13,0,74.18,0.0,1,8
55,2,14,0,70.35,0.0,1,8
56,2,15,1,27.93,0.0,0,8
