trial,action1,state,action2,reward,probsA,probsB,probsC,probsD,run
5,X,Y,J,1,0.29744600065238,0.3641605136773289,0.7319936373262552,0.2592658028466939,3
6,Y,Y,J,0,0.3183273737185425,0.34923896023546575,0.7290169746036568,0.2512492328194467,3
7,Y,X,D,1,0.36634010659260025,0.3070736541426789,0.7012669355574956,0.2722135948445832,3
8,Y,Y,J,0,0.38994341040203495,0.3194490658179955,0.7345060618525734,0.25,3
9,X,X,D,0,0.39140858145803403,0.2827150536428016,0.7295336719585289,0.25,3
10,X,X,F,0,0.37527529314499947,0.2760147595737572,0.75,0.28114458957046445,3
11,X,X,D,1,0.36397810633188515,0.25,0.75,0.33987416164179773,3
12,X,Y,J,0,0.38727914059423796,0.26404846609254956,0.6883157051123052,0.3505377216384548,3
13,X,X,D,0,0.39367001059154516,0.25,0.6947571472312237,0.3420863401242154,3
14,Y,Y,J,1,0.3562785685848311,0.25,0.7045721425956606,0.3262462115963504,3
15,X,X,D,1,0.3175509541778518,0.26119360494530147,0.6880354524174352,0.34044697674637886,3
16,Y,Y,K,0,0.2888704754323027,0.27308437500331884,0.641811685618911,0.3910190771569651,3
17,Y,Y,J,1,0.27943136109982064,0.25,0.6577726855094369,0.4509948426075329,3
18,Y,Y,K,0,0.3027599165558742,0.25,0.6293375658794835,0.41873516898663504,3
19,Y,X,D,0,0.25,0.27604338480917434,0.6457656357049539,0.4122155032707924,3
0,X,X,F,1,0.6851505399500344,0.37343247595007584,0.25120284494482775,0.7262280988206098,4
1,X,X,F,1,0.7260297613379024,0.4273718297652771,0.25016017802780177,0.75,4
2,Y,X,D,0,0.7150102524524473,0.472848787872059,0.25,0.75,4
3,X,Y,J,0,0.7326678429453864,0.4563283208091987,0.2520238908619653,0.75,4
4,X,Y,J,0,0.7436074737867432,0.4586019828721226,0.2530499978975075,0.75,4
5,X,X,F,1,0.7275027037854903,0.48805594144675446,0.25,0.75,4
6,Y,Y,J,1,0.75,0.46983835656385975,0.31968460948443467,0.75,4
7,X,Y,J,0,0.75,0.45835706852049585,0.3297444097721448,0.7337983941207398,4
8,X,X,D,1,0.75,0.45013856032050314,0.31904105317898496,0.75,4
9,Y,Y,J,1,0.729326705244069,0.3961150686141489,0.3071647664259178,0.7060375452291291,4
10,Y,Y,J,0,0.6932347514678384,0.4005896288449221,0.2814565285760473,0.6584162719006765,4
11,X,Y,J,1,0.6545771026919893,0.376572767886749,0.3150786870997794,0.6004185089776085,4
12,X,X,D,0,0.6617054901391646,0.3657690594760669,0.32202150707070704,0.5710867849063448,4
13,Y,Y,J,0,0.6770519210280088,0.3888947580529483,0.34240204029423005,0.5145004523792533,4
14,X,Y,J,0,0.7123694820969495,0.3768937225672023,0.32861833749222485,0.5342561734854495,4
15,Y,Y,K,1,0.7101177037263926,0.376351652097635,0.28735235399030223,0.5523758209623533,4
16,X,X,D,0,0.6651940515153116,0.35146292670042223,0.29833645124381214,0.5535480638260422,4
17,X,X,D,0,0.6565939649888429,0.3691976381937455,0.301699246798258,0.530994080999424,4
18,X,X,F,0,0.6564952993568952,0.33239852125944813,0.30505841606820616,0.549878210171022,4
19,X,X,D,0,0.6791166707004704,0.3289001114282149,0.2899824757084721,0.5577370510745667,4
0,X,Y,J,0,0.6148976084694862,0.26177415218093836,0.35350164736134854,0.7489600427290823,5
1,X,Y,J,0,0.6062195832326086,0.25,0.34717048897983754,0.7324527218576976,5
2,Y,X,D,1,0.6447513315481653,0.2553996513236794,0.3365769220032999,0.7344810431828828,5
3,X,Y,J,0,0.6236792083276762,0.2648140943963292,0.33237934713454403,0.7201196708203568,5
4,Y,Y,J,1,0.6269048022644165,0.29116387072383665,0.30543866539345815,0.7139832035054491,5
5,X,X,D,0,0.6105765441926758,0.2699248894440988,0.2731060593509377,0.7334645705481234,5
6,X,Y,J,0,0.571520031182342,0.27973872132704913,0.28993049825117145,0.7429790343051075,5
7,X,X,D,1,0.6400140616910805,0.2605381585485037,0.28195146114442343,0.75,5
8,X,X,F,1,0.6030698407730777,0.29116377579292557,0.2659551492766469,0.75,5
9,X,Y,J,0,0.5973060244363204,0.2761173852444957,0.3127327324339644,0.75,5
10,X,X,D,1,0.5815901687462967,0.26325754623949665,0.3000005812692041,0.7285808529237433,5
11,X,Y,K,1,0.5808597954757061,0.26822417763078255,0.30013805125553566,0.7021647952960796,5
12,X,X,D,1,0.588271177458549,0.31198463470122867,0.3056130485469623,0.6975702667382044,5
13,X,X,D,0,0.5205060076810507,0.2947264585082746,0.2821840935593816,0.6925964035045726,5
14,X,X,D,0,0.5157167081891377,0.3188691067479385,0.26409069630147425,0.7166234964282104,5
15,X,X,D,0,0.4777501118422144,0.30437379266606623,0.25,0.7303540079704027,5
16,X,X,D,1,0.468517597587058,0.27412898130869623,0.25,0.7470295965948095,5
17,X,X,D,0,0.4234997509749767,0.29542878372217246,0.25,0.7488986963086858,5
18,Y,X,D,0,0.43491635389738403,0.2886004103788309,0.26729039068900634,0.7163347595725729,5
19,Y,Y,J,1,0.47930714470591307,0.26780012482613774,0.2867925323414101,0.7112843263058655,5
0,X,Y,J,1,0.2652143047306711,0.32650984223677004,0.7068127368675308,0.29946891371737555,6
1,Y,Y,K,1,0.2743009611174792,0.37373983791978943,0.75,0.2932530305400816,6
2,X,X,D,0,0.2788313883604886,0.35230352943160237,0.75,0.29972784093737304,6
3,X,X,D,0,0.3124442581834665,0.35367516292416906,0.7241596888727708,0.32879363460405636,6
4,X,X,F,0,0.3195795509263049,0.31163894196577185,0.7257950242102192,0.3639895389520468,6
5,Y,Y,J,1,0.32893066717858876,0.29615331630623903,0.6612896378861836,0.3903222150293839,6
6,X,X,F,0,0.3554374482344964,0.2923053491322802,0.6398227454819536,0.3697700022480009,6
7,X,X,F,0,0.3821327110922018,0.2763829888524052,0.6728572409740671,0.36624429218087273,6
8,Y,X,D,0,0.35370530213097506,0.3157451011535377,0.6685306508380074,0.3493118401516624,6
9,Y,Y,K,0,0.36350661232752135,0.2746615333980451,0.6723948402919383,0.3254133542724631,6
10,X,X,D,0,0.3487805922678033,0.2665654304614372,0.7027955819537546,0.32165071690097713,6
11,X,X,F,1,0.3404661435487036,0.29453243808662416,0.7082919513413272,0.29158660537504627,6
12,X,Y,J,1,0.3229706569351061,0.2958774317980383,0.6826954292431423,0.289245904508838,6
13,Y,Y,J,1,0.3333152934334261,0.2918925510329472,0.6456473463143282,0.25,6
14,Y,X,F,1,0.3012372262387786,0.3304015502844273,0.6549280227855183,0.25,6
15,X,X,D,0,0.31541350920529443,0.3542943582401474,0.6346658917765668,0.25700838139721144,6
16,X,X,D,0,0.3026676522525791,0.32939753204401556,0.6877357475859365,0.25,6
17,X,Y,J,1,0.29304943708192116,0.3357092651712892,0.6571643759984297,0.2551450782839752,6
18,X,X,D,0,0.2700894748978083,0.3528693070641288,0.6780500166916404,0.25,6
19,Y,Y,K,0,0.25,0.3587142035260794,0.6623789275675773,0.2585752531686053,6
0,Y,Y,J,0,0.6979367843814063,0.7372047381292216,0.31926711613527575,0.43008305804141245,7
1,X,X,D,0,0.7008152294693291,0.7312092638212738,0.31236468031685855,0.4139058461093308,7
2,X,Y,J,0,0.7159274522670941,0.75,0.34652024747943533,0.37026001927731467,7
3,Y,X,D,0,0.7238681729964704,0.75,0.37183135992284316,0.38110702436284666,7
4,X,X,D,0,0.7388225440481195,0.75,0.4110006831644106,0.37727647544332094,7
5,X,X,F,0,0.7472010332784781,0.7373460475497657,0.4131186465229037,0.3812128234390187,7
6,Y,X,D,1,0.7348860340323073,0.75,0.4118186969842293,0.40195855633398614,7
7,Y,Y,J,0,0.7101001946255397,0.75,0.4297693390108328,0.4230759417140974,7
8,X,X,D,1,0.6864437912524605,0.75,0.4825977043335281,0.43010625885814424,7
9,Y,X,D,1,0.6824897146589732,0.7370230998052334,0.5184682601995606,0.4230143233122664,7
10,Y,X,F,1,0.7089764472216015,0.6925666252344896,0.4279021860615772,0.4419255900132203,7
11,X,X,D,0,0.6938300691995033,0.7036432685333264,0.4825334533881608,0.43498005966596176,7
12,X,X,D,1,0.6674156559872886,0.694882203076202,0.4591685814985982,0.4460665043634405,7
13,Y,Y,J,0,0.6611206410871459,0.6817064221440313,0.4952688513010808,0.4289962917032964,7
14,Y,X,F,1,0.6018274235592502,0.7073875009528052,0.5116309346635477,0.4453201830283792,7
15,X,X,D,1,0.6055506753225967,0.6960543236050487,0.5787294598729338,0.45900118240263504,7
16,X,X,D,1,0.587730340448038,0.6543470230503274,0.6251216013627605,0.4649187820234866,7
17,Y,Y,J,1,0.5886310888523357,0.6665938753353317,0.6554097361284633,0.440690456326045,7
18,X,X,D,1,0.5657806387027547,0.6665082419604459,0.6147701678742944,0.47050061343090294,7
19,Y,Y,K,1,0.558395080684424,0.6364092412276794,0.6160995076105168,0.4932541594227841,7
0,Y,X,D,1,0.5853941487937782,0.5971318841855071,0.34159941239597064,0.6480639413423985,8
1,X,Y,J,0,0.6392676720416163,0.6064946034046218,0.3376354609988376,0.6257279731912325,8
2,X,X,D,1,0.6494079209391044,0.6051209322696959,0.32488744653347135,0.6271330726043787,8
3,Y,X,D,1,0.6370859257269108,0.6208403938254287,0.33824539093432,0.6117969420341134,8
4,Y,Y,K,1,0.6274430234235723,0.5878246265808436,0.35570348116725736,0.5720067148428857,8
5,X,Y,J,0,0.6285845810564559,0.5451736065751213,0.36719298783200854,0.6028315509462795,8
6,Y,Y,J,0,0.6785620185619259,0.5268574477014585,0.38804682718277045,0.6080069927321191,8
7,X,X,D,1,0.6867444276167093,0.5290523783392499,0.372956292848628,0.5958167496319687,8
8,Y,X,D,1,0.7337877222054561,0.5650214960774378,0.3421504886091665,0.5929038025855056,8
9,Y,X,D,1,0.7303147384021118,0.5384937726547869,0.3193157299836156,0.5990574709306055,8
10,Y,Y,J,1,0.6749095416855945,0.5314707176587109,0.33112452768286865,0.599199598980369,8
11,X,X,D,1,0.7053169525715467,0.5616019694418923,0.34969871500689603,0.5995876614362919,8
12,X,X,D,1,0.6962047265179399,0.59504336967536,0.32980880530639123,0.5923641461832684,8
13,Y,X,D,0,0.6778266754593287,0.5754708716776835,0.30534709248244774,0.6439081780876801,8
14,X,X,D,0,0.6900527276109096,0.6091910145007808,0.32821131798117353,0.6407188417109919,8
15,X,Y,J,0,0.6789975188576193,0.5810004113511288,0.2997989305610405,0.6291089898960743,8
16,Y,Y,J,0,0.6806976426944893,0.5918236151120265,0.280879967519795,0.6097141160273781,8
17,X,Y,K,0,0.6988503748647238,0.5971036002543519,0.2915708003220277,0.6467986616526691,8
18,Y,Y,J,0,0.6994053667599149,0.5813375200041085,0.32503435921545915,0.641515629593298,8
19,X,Y,J,0,0.6647462771720857,0.5855684106524266,0.3622100330759973,0.6457748029159875,8
0,Y,Y,J,0,0.7368948222833307,0.3690426241310252,0.3961576486002765,0.48214685401053764,9
1,X,Y,J,0,0.7259114217584416,0.3422819890209028,0.4177433735635782,0.4450479346685557,9
2,X,X,F,0,0.75,0.3432765972618408,0.4365211221225913,0.4247190190366368,9
3,X,X,F,1,0.75,0.31561227405954795,0.4036595790756812,0.4253388318754508,9
4,Y,X,F,1,0.75,0.28791735726715734,0.396480489703041,0.43327107845845775,9
5,Y,Y,J,0,0.7423399676823547,0.2533341719834119,0.40334618474922396,0.4174545455694672,9
6,X,X,D,1,0.75,0.2761799287636473,0.4204012505849383,0.41014308665205396,9
7,Y,Y,J,0,0.7425345499285748,0.27228830404920507,0.42066508846828604,0.42096609434959553,9
8,Y,Y,K,1,0.7003197447826671,0.2624824353980207,0.42384509632263173,0.43448842438396024,9
9,X,Y,J,0,0.6764708444405939,0.25,0.43614137024378047,0.4829846976354805,9
10,Y,Y,J,1,0.7080608727194542,0.2791774795685789,0.4216011369416695,0.4688768383035878,9
11,X,Y,J,0,0.6881067794402509,0.27421347394017953,0.4194180574798099,0.5105241590472268,9
12,X,X,F,0,0.6466830667768775,0.276229557036115,0.4251862985862559,0.5251720206527357,9
13,Y,Y,J,1,0.6482022158723154,0.25956454658154426,0.401212100087985,0.5468915185393064,9
14,Y,Y,J,1,0.7063096232095596,0.25,0.3799624835733025,0.5831806521439794,9
15,Y,Y,J,0,0.7250228374548695,0.2813125790568788,0.3986301126205443,0.5764959390879958,9
16,X,Y,J,0,0.75,0.29507043068194766,0.4067041568831101,0.5709893132756639,9
17,X,Y,J,0,0.75,0.3037200535587809,0.41476072126271124,0.5671818558439284,9
18,X,X,F,0,0.7409739969515947,0.3105307371657217,0.43666756843775234,0.5509938615171728,9
19,Y,X,F,0,0.7305768929088147,0.29369467088208195,0.42524178373213084,0.540944027728288,9
0,X,X,D,0,0.47809395269907157,0.3905110437200769,0.5609605968397668,0.7062271587887408,10
1,X,X,D,0,0.511112512749679,0.43525250985543357,0.5515050258030955,0.7144270858522724,10
2,Y,X,D,0,0.45247044086428523,0.44808875365885215,0.5323882021914861,0.7174273673409148,10
3,X,X,D,0,0.46126002171713226,0.4847804526899746,0.5292252385166468,0.7398093980230809,10
4,X,X,D,0,0.46861374233559644,0.5087401282474127,0.5191471280561264,0.7141444401594533,10
5,X,X,F,0,0.45689210674333525,0.48176931721792515,0.5303619780086413,0.7314634233184952,10
6,X,Y,K,0,0.48485787457933005,0.5014788176429128,0.571436233865373,0.6884381591823182,10
7,X,X,D,1,0.502552527264157,0.49955365994517054,0.5729425553811729,0.6892587290577169,10
8,Y,X,D,0,0.45107954054003985,0.5054925152704443,0.5793239652587969,0.6796342660357465,10
9,Y,Y,J,1,0.5022226856325002,0.5149314472942642,0.599770125836476,0.6531464767935289,10
10,X,Y,J,1,0.47945997358769565,0.47651329167393064,0.6089920021992697,0.6604037312080163,10
11,X,X,F,0,0.4853181780103027,0.47046478496815924,0.6145421173521286,0.6886049559395665,10
12,X,Y,J,0,0.4824634855441908,0.5186194297634868,0.6721293853143866,0.640922943348204,10
13,Y,Y,J,0,0.480376412528925,0.5064907938004395,0.6690499382473059,0.6225066873827239,10
14,X,Y,J,1,0.47487617659955095,0.530423092975443,0.6541278927499695,0.6374871474333322,10
15,Y,Y,K,1,0.472470301420907,0.4933452985878079,0.6613256679894328,0.667704443051172,10
16,X,X,D,0,0.44814548135893795,0.5350468718127379,0.7232444768227237,0.6784308826109131,10
17,Y,Y,J,0,0.4203316999380916,0.5347232151229231,0.7136667409132532,0.6503807522989635,10
18,Y,X,D,0,0.4528659182380347,0.5459565731941851,0.6948662538490729,0.6383399718649961,10
19,Y,Y,J,1,0.47373911446551553,0.4933087595618475,0.6841336693535385,0.6200951680080659,10
0,Y,Y,J,1,0.33883366643538404,0.3628623394399398,0.7370008963058773,0.4104913583102141,11
1,X,Y,K,1,0.3400767937837768,0.32968644920769796,0.7194607351411976,0.3876945467716708,11
2,Y,Y,K,1,0.33525347385366605,0.295335666767237,0.7385864561836905,0.40926793096592584,11
3,Y,Y,K,1,0.3707879397272297,0.2895756472197696,0.7317803893748095,0.4221695137567272,11
4,Y,X,D,1,0.34730426213848065,0.29393649904108476,0.7238190422886159,0.4419756460422032,11
5,X,X,D,0,0.3146288843033971,0.304372737667436,0.7400091175423832,0.4478245825278356,11
6,Y,Y,K,1,0.3545720919327268,0.28019320425281596,0.75,0.46446041837734425,11
7,X,X,D,1,0.34416974204743384,0.33570748116578103,0.7476718568502664,0.4696741141836904,11
8,Y,Y,J,0,0.2896755470915117,0.28282922117249665,0.75,0.4685424991248739,11
9,X,X,D,0,0.2873582054230381,0.28539471916306436,0.7377154103960919,0.4639599763659692,11
10,X,X,F,0,0.2676885399395608,0.3282759057813851,0.7302908786696508,0.44703964306333066,11
11,Y,X,D,1,0.3116404985480805,0.29507776419816384,0.7052233579122322,0.4129869029959287,11
12,Y,Y,K,0,0.28803017958437704,0.2977567520316417,0.708458732940084,0.4468226910411048,11
13,X,X,D,0,0.2656247804459756,0.29640395711710965,0.7337768104824732,0.4591005795567049,11
14,X,Y,J,1,0.27454171594462523,0.3213624684315985,0.7435241118304838,0.47270150930420785,11
15,X,Y,J,0,0.25880214353681824,0.32234494230638294,0.75,0.48042492648043,11
16,X,X,D,1,0.27655069101674734,0.3294611477628074,0.75,0.4790924436496085,11
17,Y,Y,K,0,0.2692297771679961,0.3089679441978438,0.7361448314756085,0.5178888867757077,11
18,X,Y,J,1,0.2725161115606787,0.34469832439616077,0.75,0.5430136983792612,11
19,X,Y,K,0,0.25,0.3531469577796997,0.75,0.5246254063308129,11
0,X,X,D,0,0.2910749724416912,0.4518637031887513,0.4571830854596242,0.6378709983381827,12
1,X,X,D,0,0.2811861687796467,0.43029028496211796,0.46626356975616184,0.6341396459361545,12
2,Y,Y,J,0,0.2766806379174831,0.4211874016561055,0.506749503389877,0.614428561624452,12
3,X,Y,J,1,0.299569730098579,0.3646659802656165,0.5030689133363153,0.6335740149006347,12
4,Y,Y,K,1,0.315474779705691,0.34713825222665584,0.5272169962382048,0.6019453213412456,12
5,X,X,D,0,0.3335450169963725,0.31551417241231294,0.49379452513389777,0.6097489822932879,12
6,X,Y,K,1,0.36192909170301607,0.2896452813963257,0.50134535849439,0.5736075675787391,12
7,Y,Y,J,1,0.3552790703460806,0.25,0.5108176825278419,0.5780491989435886,12
8,X,X,D,0,0.38927361825116713,0.2591255800607586,0.4952364223596158,0.5626776592173257,12
9,Y,Y,K,0,0.4270136087293995,0.25,0.5136633008569655,0.5807632589565936,12
10,X,X,D,0,0.43580287378287613,0.25,0.5325061032432302,0.5830202862987637,12
11,Y,Y,J,1,0.44728554634552126,0.27581593209124716,0.5684379741995109,0.6173423755758716,12
12,X,X,D,0,0.43282802329319753,0.25,0.580198189256344,0.6144178255307599,12
13,X,Y,J,0,0.42147394649819137,0.26065028991305195,0.6130745396036095,0.6236626848135899,12
14,Y,Y,K,1,0.41525961795593924,0.27250437713016695,0.6414350508383669,0.6900171783013299,12
15,X,X,D,1,0.41591529999180754,0.29596300391077757,0.6567702283651543,0.6830345382917922,12
16,X,X,F,0,0.401150281549988,0.326315094473331,0.6795328945092777,0.6519753875453749,12
17,Y,Y,J,1,0.4324798642452225,0.34227594556991503,0.7204265695408765,0.6521249759632946,12
18,X,X,D,1,0.4378442279092679,0.38565266374513424,0.7057912895521451,0.6507502331674323,12
19,Y,Y,J,1,0.4209799165322672,0.424552574437355,0.7152046316677173,0.639861287415731,12
0,Y,Y,K,0,0.32164427293115844,0.530694263692945,0.5465142091601735,0.5281112410810407,13
1,X,X,D,0,0.318427761332568,0.493122343466881,0.5310989870352526,0.5623815100602734,13
2,Y,Y,K,1,0.31393027929394957,0.47641049269837904,0.5553466937574588,0.5768349227949956,13
3,Y,Y,K,1,0.3258208762385426,0.47352558656500543,0.5646082096367016,0.6114993667658564,13
4,X,X,D,1,0.3153072830151343,0.4597010945937396,0.5772444225939556,0.6217316975406387,13
5,Y,Y,J,0,0.30237286060874335,0.48553379963425874,0.541531451399333,0.6168599852631927,13
6,X,X,D,0,0.2889813783241203,0.468145327036153,0.5782457763282487,0.6142024079507229,13
7,X,X,D,1,0.2839930328514577,0.4432656032052529,0.5580993234267295,0.6100864066820667,13
8,X,X,D,0,0.3225751637778634,0.4320498713475953,0.5788605078224053,0.5857408031533771,13
9,Y,Y,J,1,0.36848462637500556,0.47881722300470364,0.597695379832907,0.5954177376518046,13
10,Y,Y,J,1,0.35776608665480575,0.4749759440123335,0.6017958503841239,0.6289137920427245,13
11,Y,Y,K,1,0.35785271779994987,0.48326683649283647,0.5983150489987221,0.6143360174971901,13
12,X,X,D,1,0.38363417384763565,0.4760402339128878,0.6063504723154702,0.6161838498077322,13
13,X,X,D,0,0.3411564710157945,0.4751439736793712,0.5563684835987698,0.5437696236954429,13
14,Y,Y,K,0,0.33408927888667445,0.44344370093989893,0.5946118193878037,0.5104379055136662,13
15,Y,Y,K,1,0.35601300607086966,0.4165540745070825,0.5847190603048282,0.5086405500940402,13
16,Y,Y,J,0,0.37902093906822154,0.41907019148994434,0.54923787622929,0.5465763651350102,13
17,X,X,D,0,0.40327259569643087,0.3913657443376351,0.5514730060772597,0.5614082146525854,13
18,Y,Y,J,1,0.39177499784757,0.3517817330604675,0.5776501314674182,0.5888096415972032,13
19,X,X,D,1,0.40412718957101335,0.3459860167613922,0.5471592654459014,0.602951353272455,13
0,Y,Y,J,0,0.5477730921526818,0.7165948641609583,0.36375095404727287,0.49574441529783825,14
1,X,X,D,1,0.5210161179525898,0.7079885340274658,0.37690983423198465,0.5117359122195928,14
2,X,Y,J,1,0.5191077783010505,0.700121330511383,0.3890891469048028,0.476611857543984,14
3,X,X,F,1,0.5026293322114834,0.6954465423691883,0.4003433408795161,0.4769393212473663,14
4,X,X,F,0,0.5067933842304521,0.6894356691653336,0.39192381711369906,0.48300209036033076,14
5,Y,Y,J,1,0.5185808463372473,0.7268776294392523,0.3628049904129931,0.462316380761334,14
6,X,Y,J,1,0.49459471832288415,0.7336729525616946,0.33290154637872493,0.49152656093390623,14
7,X,X,D,0,0.4763397300806004,0.7398056099227557,0.38159762709789796,0.5104254980209878,14
8,Y,Y,J,0,0.4786757339866628,0.7120767777119107,0.41302080949129516,0.5306496139420003,14
9,Y,Y,J,0,0.5249067521651554,0.7100794273744757,0.41591633870199,0.5757665536961026,14
10,Y,Y,J,0,0.48582424556019743,0.7469903479115677,0.43390924061005837,0.5964350556276321,14
11,X,Y,J,0,0.4969916651657311,0.7133675509228334,0.49752120040165443,0.5821883517742975,14
12,X,X,D,0,0.5076268502139374,0.7323911343261268,0.5168334731017277,0.6100673545771869,14
13,Y,Y,J,1,0.5153974548137968,0.7218350046229204,0.527575359108914,0.5791150439974875,14
