trial,mean0,mean1,reward0,reward1,choice,reward,run
0,48.0,60.0,55.0,56.0,1,56.0,32
1,48.0,60.0,56.0,61.0,1,61.0,32
2,48.0,60.0,38.0,76.0,0,38.0,32
3,48.0,60.0,52.0,70.0,0,52.0,32
4,48.0,60.0,38.0,45.0,0,38.0,32
5,48.0,60.0,51.0,57.0,0,51.0,32
6,48.0,60.0,35.0,58.0,1,58.0,32
7,48.0,60.0,53.0,71.0,0,53.0,32
8,48.0,60.0,48.0,63.0,1,63.0,32
9,48.0,60.0,63.0,58.0,1,58.0,32
0,40.0,28.0,41.0,30.0,0,41.0,33
1,40.0,28.0,47.0,25.0,0,47.0,33
2,40.0,28.0,35.0,26.0,0,35.0,33
3,40.0,28.0,37.0,27.0,1,27.0,33
4,40.0,28.0,43.0,36.0,1,36.0,33
0,60.0,68.0,60.0,48.0,1,48.0,34
1,60.0,68.0,76.0,75.0,0,76.0,34
2,60.0,68.0,55.0,61.0,0,55.0,34
3,60.0,68.0,60.0,70.0,1,70.0,34
4,60.0,68.0,56.0,52.0,1,52.0,34
5,60.0,68.0,45.0,63.0,0,45.0,34
6,60.0,68.0,76.0,74.0,1,74.0,34
7,60.0,68.0,49.0,86.0,0,49.0,34
8,60.0,68.0,54.0,67.0,0,54.0,34
9,60.0,68.0,50.0,81.0,0,50.0,34
0,48.0,40.0,40.0,38.0,1,38.0,35
1,48.0,40.0,38.0,25.0,0,38.0,35
2,48.0,40.0,49.0,46.0,1,46.0,35
3,48.0,40.0,49.0,41.0,0,49.0,35
4,48.0,40.0,52.0,46.0,1,46.0,35
0,40.0,20.0,39.0,30.0,0,39.0,36
1,40.0,20.0,35.0,17.0,1,17.0,36
2,40.0,20.0,49.0,30.0,1,30.0,36
3,40.0,20.0,50.0,24.0,0,50.0,36
4,40.0,20.0,41.0,4.0,0,41.0,36
5,40.0,20.0,32.0,22.0,1,22.0,36
6,40.0,20.0,46.0,19.0,1,19.0,36
7,40.0,20.0,43.0,26.0,1,26.0,36
8,40.0,20.0,37.0,26.0,1,26.0,36
9,40.0,20.0,34.0,18.0,0,34.0,36
0,60.0,64.0,63.0,63.0,1,63.0,37
1,60.0,64.0,63.0,56.0,0,63.0,37
2,60.0,64.0,74.0,65.0,0,74.0,37
3,60.0,64.0,57.0,77.0,1,77.0,37
4,60.0,64.0,50.0,51.0,0,50.0,37
5,60.0,64.0,69.0,52.0,0,69.0,37
6,60.0,64.0,48.0,74.0,0,48.0,37
7,60.0,64.0,82.0,83.0,1,83.0,37
8,60.0,64.0,62.0,64.0,1,64.0,37
9,60.0,64.0,72.0,77.0,0,72.0,37
0,60.0,80.0,66.0,63.0,1,63.0,38
1,60.0,80.0,51.0,83.0,0,51.0,38
2,60.0,80.0,64.0,88.0,0,64.0,38
3,60.0,80.0,68.0,85.0,1,85.0,38
4,60.0,80.0,74.0,62.0,0,74.0,38
0,64.0,60.0,57.0,74.0,1,74.0,39
1,64.0,60.0,61.0,67.0,0,61.0,39
2,64.0,60.0,70.0,53.0,0,70.0,39
3,64.0,60.0,57.0,51.0,1,51.0,39
4,64.0,60.0,62.0,63.0,0,62.0,39
5,64.0,60.0,65.0,58.0,1,58.0,39
6,64.0,60.0,62.0,71.0,0,62.0,39
7,64.0,60.0,74.0,66.0,1,66.0,39
8,64.0,60.0,75.0,53.0,1,53.0,39
9,64.0,60.0,60.0,52.0,0,60.0,39
0,48.0,60.0,45.0,73.0,1,73.0,40
1,48.0,60.0,45.0,52.0,0,45.0,40
2,48.0,60.0,49.0,67.0,0,49.0,40
3,48.0,60.0,51.0,62.0,0,51.0,40
4,48.0,60.0,41.0,63.0,1,63.0,40
0,60.0,56.0,66.0,61.0,1,61.0,41
1,60.0,56.0,58.0,53.0,0,58.0,41
2,60.0,56.0,65.0,63.0,0,65.0,41
3,60.0,56.0,71.0,48.0,1,48.0,41
4,60.0,56.0,66.0,42.0,1,42.0,41
0,40.0,32.0,39.0,25.0,0,39.0,42
1,40.0,32.0,46.0,29.0,1,29.0,42
2,40.0,32.0,44.0,41.0,1,41.0,42
3,40.0,32.0,41.0,31.0,1,31.0,42
4,40.0,32.0,25.0,43.0,0,25.0,42
5,40.0,32.0,42.0,26.0,0,42.0,42
6,40.0,32.0,54.0,32.0,0,54.0,42
7,40.0,32.0,43.0,26.0,0,43.0,42
8,40.0,32.0,48.0,30.0,0,48.0,42
9,40.0,32.0,27.0,34.0,0,27.0,42
0,40.0,20.0,44.0,29.0,1,29.0,43
1,40.0,20.0,35.0,26.0,0,35.0,43
2,40.0,20.0,34.0,30.0,0,34.0,43
3,40.0,20.0,36.0,18.0,0,36.0,43
4,40.0,20.0,37.0,19.0,1,19.0,43
0,60.0,90.0,59.0,74.0,0,59.0,44
1,60.0,90.0,67.0,82.0,0,67.0,44
2,60.0,90.0,56.0,90.0,1,90.0,44
3,60.0,90.0,46.0,90.0,0,46.0,44
4,60.0,90.0,58.0,91.0,0,58.0,44
5,60.0,90.0,56.0,90.0,0,56.0,44
6,60.0,90.0,54.0,84.0,0,54.0,44
7,60.0,90.0,57.0,96.0,0,57.0,44
8,60.0,90.0,66.0,93.0,0,66.0,44
9,60.0,90.0,59.0,97.0,0,59.0,44
0,20.0,40.0,19.0,49.0,0,19.0,45
1,20.0,40.0,17.0,36.0,0,17.0,45
2,20.0,40.0,9.0,38.0,1,38.0,45
3,20.0,40.0,21.0,30.0,1,30.0,45
4,20.0,40.0,9.0,44.0,0,9.0,45
5,20.0,40.0,31.0,35.0,1,35.0,45
6,20.0,40.0,14.0,39.0,0,14.0,45
7,20.0,40.0,28.0,42.0,1,42.0,45
8,20.0,40.0,18.0,36.0,1,36.0,45
9,20.0,40.0,16.0,48.0,0,16.0,45
0,20.0,40.0,24.0,41.0,0,24.0,46
1,20.0,40.0,20.0,53.0,0,20.0,46
2,20.0,40.0,29.0,46.0,0,29.0,46
3,20.0,40.0,10.0,17.0,1,17.0,46
4,20.0,40.0,16.0,47.0,0,16.0,46
0,44.0,40.0,38.0,43.0,0,38.0,47
1,44.0,40.0,58.0,40.0,1,40.0,47
2,44.0,40.0,39.0,39.0,0,39.0,47
3,44.0,40.0,45.0,45.0,1,45.0,47
4,44.0,40.0,42.0,43.0,0,42.0,47
0,68.0,60.0,64.0,68.0,0,64.0,48
1,68.0,60.0,75.0,50.0,1,50.0,48
2,68.0,60.0,78.0,72.0,0,78.0,48
3,68.0,60.0,70.0,53.0,1,53.0,48
4,68.0,60.0,71.0,61.0,1,61.0,48
0,28.0,40.0,37.0,44.0,0,37.0,49
1,28.0,40.0,39.0,44.0,1,44.0,49
2,28.0,40.0,22.0,33.0,1,33.0,49
3,28.0,40.0,32.0,35.0,1,35.0,49
4,28.0,40.0,34.0,41.0,0,34.0,49
5,28.0,40.0,18.0,34.0,0,18.0,49
6,28.0,40.0,20.0,28.0,1,28.0,49
7,28.0,40.0,5.0,26.0,0,5.0,49
8,28.0,40.0,24.0,46.0,0,24.0,49
9,28.0,40.0,32.0,55.0,1,55.0,49
0,40.0,28.0,40.0,25.0,1,25.0,50
1,40.0,28.0,36.0,35.0,0,36.0,50
2,40.0,28.0,28.0,42.0,0,28.0,50
3,40.0,28.0,47.0,33.0,1,33.0,50
4,40.0,28.0,31.0,18.0,0,31.0,50
0,60.0,72.0,61.0,70.0,1,70.0,51
1,60.0,72.0,63.0,76.0,0,63.0,51
2,60.0,72.0,66.0,68.0,0,66.0,51
3,60.0,72.0,49.0,61.0,1,61.0,51
4,60.0,72.0,72.0,83.0,1,83.0,51
0,28.0,40.0,28.0,52.0,1,52.0,52
1,28.0,40.0,35.0,41.0,1,41.0,52
2,28.0,40.0,27.0,41.0,1,41.0,52
3,28.0,40.0,37.0,41.0,0,37.0,52
4,28.0,40.0,21.0,42.0,1,42.0,52
5,28.0,40.0,35.0,21.0,0,35.0,52
6,28.0,40.0,25.0,40.0,1,40.0,52
7,28.0,40.0,33.0,29.0,0,33.0,52
8,28.0,40.0,25.0,33.0,0,25.0,52
9,28.0,40.0,26.0,34.0,0,26.0,52
0,60.0,80.0,52.0,80.0,1,80.0,53
1,60.0,80.0,64.0,61.0,0,64.0,53
2,60.0,80.0,58.0,79.0,1,79.0,53
3,60.0,80.0,57.0,63.0,0,57.0,53
4,60.0,80.0,61.0,79.0,0,61.0,53
0,44.0,40.0,42.0,45.0,1,45.0,54
1,44.0,40.0,43.0,48.0,0,43.0,54
2,44.0,40.0,46.0,49.0,1,49.0,54
3,44.0,40.0,41.0,43.0,0,41.0,54
4,44.0,40.0,40.0,39.0,0,40.0,54
5,44.0,40.0,41.0,41.0,1,41.0,54
6,44.0,40.0,42.0,31.0,1,31.0,54
7,44.0,40.0,44.0,50.0,1,50.0,54
8,44.0,40.0,43.0,55.0,1,55.0,54
9,44.0,40.0,47.0,23.0,0,47.0,54
0,60.0,72.0,78.0,59.0,1,59.0,55
1,60.0,72.0,53.0,70.0,0,53.0,55
2,60.0,72.0,68.0,63.0,1,63.0,55
3,60.0,72.0,63.0,65.0,1,65.0,55
4,60.0,72.0,55.0,69.0,0,55.0,55
5,60.0,72.0,62.0,65.0,1,65.0,55
6,60.0,72.0,75.0,70.0,0,75.0,55
7,60.0,72.0,48.0,64.0,0,48.0,55
8,60.0,72.0,66.0,80.0,1,80.0,55
9,60.0,72.0,61.0,80.0,0,61.0,55
0,40.0,10.0,45.0,16.0,0,45.0,56
1,40.0,10.0,46.0,8.0,1,8.0,56
2,40.0,10.0,32.0,8.0,1,8.0,56
3,40.0,10.0,33.0,9.0,1,9.0,56
4,40.0,10.0,44.0,23.0,0,44.0,56
5,40.0,10.0,34.0,9.0,0,34.0,56
6,40.0,10.0,40.0,3.0,1,3.0,56
7,40.0,10.0,41.0,12.0,0,41.0,56
8,40.0,10.0,66.0,25.0,1,25.0,56
9,40.0,10.0,40.0,14.0,1,14.0,56
0,40.0,44.0,38.0,48.0,0,38.0,57
1,40.0,44.0,47.0,42.0,0,47.0,57
2,40.0,44.0,36.0,41.0,0,36.0,57
3,40.0,44.0,49.0,55.0,1,55.0,57
4,40.0,44.0,41.0,48.0,0,41.0,57
5,40.0,44.0,49.0,58.0,0,49.0,57
6,40.0,44.0,35.0,52.0,1,52.0,57
7,40.0,44.0,37.0,46.0,1,46.0,57
8,40.0,44.0,46.0,42.0,1,42.0,57
9,40.0,44.0,42.0,43.0,0,42.0,57
0,36.0,40.0,35.0,53.0,1,53.0,58
1,36.0,40.0,32.0,40.0,0,32.0,58
2,36.0,40.0,30.0,45.0,1,45.0,58
3,36.0,40.0,27.0,43.0,1,43.0,58
4,36.0,40.0,42.0,43.0,0,42.0,58
0,60.0,56.0,72.0,65.0,0,72.0,59
1,60.0,56.0,44.0,56.0,0,44.0,59
2,60.0,56.0,73.0,65.0,0,73.0,59
3,60.0,56.0,70.0,51.0,1,51.0,59
4,60.0,56.0,66.0,62.0,1,62.0,59
5,60.0,56.0,65.0,35.0,1,35.0,59
6,60.0,56.0,62.0,59.0,0,62.0,59
7,60.0,56.0,50.0,49.0,1,49.0,59
8,60.0,56.0,62.0,69.0,1,69.0,59
9,60.0,56.0,44.0,55.0,1,55.0,59
0,36.0,40.0,47.0,39.0,0,47.0,60
1,36.0,40.0,50.0,39.0,0,50.0,60
2,36.0,40.0,36.0,43.0,1,43.0,60
3,36.0,40.0,26.0,41.0,0,26.0,60
4,36.0,40.0,35.0,33.0,0,35.0,60
5,36.0,40.0,38.0,30.0,0,38.0,60
6,36.0,40.0,38.0,28.0,1,28.0,60
7,36.0,40.0,45.0,25.0,1,25.0,60
8,36.0,40.0,27.0,35.0,1,35.0,60
9,36.0,40.0,18.0,37.0,1,37.0,60
0,64.0,60.0,62.0,54.0,1,54.0,61
1,64.0,60.0,72.0,57.0,0,72.0,61
2,64.0,60.0,67.0,51.0,0,67.0,61
3,64.0,60.0,57.0,62.0,0,57.0,61
4,64.0,60.0,75.0,42.0,0,75.0,61
0,90.0,60.0,89.0,62.0,0,89.0,62
1,90.0,60.0,86.0,64.0,0,86.0,62
2,90.0,60.0,90.0,63.0,0,90.0,62
3,90.0,60.0,90.0,51.0,1,51.0,62
4,90.0,60.0,82.0,69.0,1,69.0,62
5,90.0,60.0,79.0,49.0,1,49.0,62
6,90.0,60.0,81.0,60.0,0,81.0,62
7,90.0,60.0,94.0,74.0,0,94.0,62
8,90.0,60.0,75.0,42.0,0,75.0,62
9,90.0,60.0,81.0,64.0,1,64.0,62
0,60.0,72.0,66.0,71.0,1,71.0,63
1,60.0,72.0,62.0,69.0,1,69.0,63
2,60.0,72.0,64.0,79.0,0,64.0,63
3,60.0,72.0,63.0,70.0,0,63.0,63
4,60.0,72.0,62.0,76.0,0,62.0,63
0,52.0,60.0,58.0,70.0,1,70.0,64
1,52.0,60.0,46.0,60.0,1,60.0,64
2,52.0,60.0,63.0,53.0,0,63.0,64
3,52.0,60.0,47.0,51.0,0,47.0,64
4,52.0,60.0,65.0,56.0,0,65.0,64
5,52.0,60.0,51.0,49.0,0,51.0,64
6,52.0,60.0,42.0,74.0,1,74.0,64
7,52.0,60.0,49.0,50.0,1,50.0,64
8,52.0,60.0,60.0,56.0,1,56.0,64
9,52.0,60.0,45.0,50.0,1,50.0,64
0,70.0,40.0,64.0,25.0,0,64.0,65
1,70.0,40.0,81.0,44.0,1,44.0,65
2,70.0,40.0,63.0,37.0,1,37.0,65
3,70.0,40.0,77.0,40.0,1,40.0,65
4,70.0,40.0,69.0,34.0,0,69.0,65
0,30.0,60.0,39.0,63.0,0,39.0,66
1,30.0,60.0,14.0,63.0,1,63.0,66
2,30.0,60.0,39.0,65.0,0,39.0,66
3,30.0,60.0,29.0,70.0,1,70.0,66
4,30.0,60.0,11.0,51.0,1,51.0,66
0,70.0,40.0,86.0,40.0,1,40.0,67
1,70.0,40.0,79.0,47.0,1,47.0,67
2,70.0,40.0,74.0,50.0,0,74.0,67
3,70.0,40.0,73.0,40.0,1,40.0,67
4,70.0,40.0,66.0,32.0,0,66.0,67
5,70.0,40.0,67.0,32.0,0,67.0,67
6,70.0,40.0,68.0,48.0,1,48.0,67
7,70.0,40.0,71.0,31.0,0,71.0,67
8,70.0,40.0,73.0,38.0,0,73.0,67
9,70.0,40.0,78.0,39.0,0,78.0,67
0,64.0,60.0,59.0,68.0,0,59.0,68
1,64.0,60.0,69.0,66.0,1,66.0,68
2,64.0,60.0,73.0,65.0,0,73.0,68
3,64.0,60.0,60.0,52.0,1,52.0,68
4,64.0,60.0,55.0,48.0,0,55.0,68
5,64.0,60.0,68.0,59.0,0,68.0,68
6,64.0,60.0,57.0,47.0,0,57.0,68
7,64.0,60.0,48.0,57.0,0,48.0,68
8,64.0,60.0,66.0,73.0,0,66.0,68
9,64.0,60.0,62.0,65.0,0,62.0,68
0,40.0,48.0,37.0,44.0,0,37.0,69
1,40.0,48.0,42.0,51.0,1,51.0,69
2,40.0,48.0,48.0,44.0,0,48.0,69
3,40.0,48.0,46.0,51.0,1,51.0,69
4,40.0,48.0,33.0,37.0,0,33.0,69
0,72.0,60.0,85.0,65.0,1,65.0,70
1,72.0,60.0,71.0,60.0,1,60.0,70
2,72.0,60.0,75.0,59.0,0,75.0,70
3,72.0,60.0,70.0,64.0,1,64.0,70
4,72.0,60.0,70.0,61.0,0,70.0,70
0,60.0,72.0,48.0,69.0,0,48.0,71
1,60.0,72.0,59.0,76.0,0,59.0,71
2,60.0,72.0,63.0,66.0,1,66.0,71
3,60.0,72.0,65.0,76.0,1,76.0,71
4,60.0,72.0,66.0,79.0,0,66.0,71
0,48.0,40.0,63.0,45.0,1,45.0,72
1,48.0,40.0,36.0,36.0,0,36.0,72
2,48.0,40.0,41.0,51.0,0,41.0,72
3,48.0,40.0,52.0,26.0,0,52.0,72
4,48.0,40.0,46.0,39.0,1,39.0,72
5,48.0,40.0,29.0,39.0,0,29.0,72
6,48.0,40.0,49.0,37.0,0,49.0,72
7,48.0,40.0,43.0,44.0,1,44.0,72
8,48.0,40.0,42.0,51.0,1,51.0,72
9,48.0,40.0,48.0,43.0,1,43.0,72
0,48.0,40.0,51.0,50.0,1,50.0,73
1,48.0,40.0,46.0,62.0,0,46.0,73
2,48.0,40.0,49.0,40.0,0,49.0,73
3,48.0,40.0,38.0,37.0,1,37.0,73
4,48.0,40.0,62.0,40.0,0,62.0,73
0,40.0,48.0,38.0,49.0,0,38.0,74
1,40.0,48.0,37.0,41.0,0,37.0,74
2,40.0,48.0,47.0,62.0,1,62.0,74
3,40.0,48.0,40.0,55.0,1,55.0,74
4,40.0,48.0,44.0,53.0,1,53.0,74
5,40.0,48.0,45.0,56.0,1,56.0,74
