trial,mean0,mean1,reward0,reward1,choice,reward,run
3,48.0,60.0,55.0,55.0,0,55.0,23
4,48.0,60.0,52.0,63.0,0,52.0,23
5,48.0,60.0,60.0,65.0,0,60.0,23
6,48.0,60.0,42.0,48.0,1,48.0,23
7,48.0,60.0,55.0,54.0,0,55.0,23
8,48.0,60.0,47.0,46.0,0,47.0,23
9,48.0,60.0,47.0,56.0,1,56.0,23
0,48.0,60.0,48.0,51.0,1,51.0,24
1,48.0,60.0,40.0,52.0,1,52.0,24
2,48.0,60.0,39.0,74.0,1,74.0,24
3,48.0,60.0,71.0,56.0,0,71.0,24
4,48.0,60.0,56.0,51.0,1,51.0,24
0,40.0,60.0,38.0,59.0,0,38.0,25
1,40.0,60.0,38.0,70.0,1,70.0,25
2,40.0,60.0,43.0,67.0,0,43.0,25
3,40.0,60.0,39.0,60.0,1,60.0,25
4,40.0,60.0,48.0,66.0,1,66.0,25
5,40.0,60.0,41.0,68.0,0,41.0,25
6,40.0,60.0,40.0,52.0,0,40.0,25
7,40.0,60.0,41.0,64.0,0,41.0,25
8,40.0,60.0,39.0,62.0,1,62.0,25
9,40.0,60.0,30.0,60.0,0,30.0,25
0,28.0,40.0,24.0,45.0,0,24.0,26
1,28.0,40.0,42.0,39.0,0,42.0,26
2,28.0,40.0,33.0,42.0,0,33.0,26
3,28.0,40.0,44.0,41.0,1,41.0,26
4,28.0,40.0,40.0,39.0,1,39.0,26
0,30.0,60.0,29.0,59.0,0,29.0,27
1,30.0,60.0,36.0,62.0,1,62.0,27
2,30.0,60.0,30.0,65.0,0,30.0,27
3,30.0,60.0,36.0,51.0,0,36.0,27
4,30.0,60.0,30.0,49.0,1,49.0,27
5,30.0,60.0,16.0,48.0,1,48.0,27
6,30.0,60.0,39.0,59.0,1,59.0,27
7,30.0,60.0,44.0,45.0,0,44.0,27
8,30.0,60.0,22.0,69.0,0,22.0,27
9,30.0,60.0,38.0,56.0,0,38.0,27
0,32.0,40.0,32.0,40.0,0,32.0,28
1,32.0,40.0,25.0,37.0,1,37.0,28
2,32.0,40.0,40.0,47.0,1,47.0,28
3,32.0,40.0,30.0,37.0,1,37.0,28
4,32.0,40.0,15.0,48.0,1,48.0,28
5,32.0,40.0,20.0,43.0,0,20.0,28
6,32.0,40.0,25.0,35.0,0,25.0,28
7,32.0,40.0,27.0,33.0,0,27.0,28
8,32.0,40.0,32.0,20.0,1,20.0,28
9,32.0,40.0,28.0,35.0,0,28.0,28
0,60.0,64.0,51.0,64.0,1,64.0,29
1,60.0,64.0,52.0,48.0,0,52.0,29
2,60.0,64.0,67.0,67.0,1,67.0,29
3,60.0,64.0,70.0,70.0,0,70.0,29
4,60.0,64.0,62.0,70.0,0,62.0,29
0,64.0,60.0,59.0,61.0,0,59.0,30
1,64.0,60.0,50.0,72.0,0,50.0,30
2,64.0,60.0,79.0,56.0,1,56.0,30
3,64.0,60.0,61.0,60.0,1,60.0,30
4,64.0,60.0,60.0,58.0,0,60.0,30
0,40.0,70.0,43.0,79.0,0,43.0,31
1,40.0,70.0,56.0,70.0,1,70.0,31
2,40.0,70.0,46.0,68.0,0,46.0,31
3,40.0,70.0,38.0,70.0,1,70.0,31
4,40.0,70.0,43.0,62.0,0,43.0,31
5,40.0,70.0,42.0,70.0,0,42.0,31
6,40.0,70.0,40.0,67.0,0,40.0,31
7,40.0,70.0,52.0,77.0,0,52.0,31
8,40.0,70.0,25.0,57.0,0,25.0,31
9,40.0,70.0,41.0,75.0,0,41.0,31
0,40.0,32.0,40.0,28.0,0,40.0,32
1,40.0,32.0,50.0,39.0,0,50.0,32
2,40.0,32.0,37.0,27.0,0,37.0,32
3,40.0,32.0,25.0,47.0,1,47.0,32
4,40.0,32.0,45.0,37.0,1,37.0,32
0,60.0,64.0,41.0,66.0,0,41.0,33
1,60.0,64.0,65.0,56.0,1,56.0,33
2,60.0,64.0,57.0,68.0,0,57.0,33
3,60.0,64.0,70.0,59.0,0,70.0,33
4,60.0,64.0,64.0,58.0,0,64.0,33
0,60.0,40.0,72.0,28.0,1,28.0,34
1,60.0,40.0,74.0,38.0,0,74.0,34
2,60.0,40.0,69.0,27.0,0,69.0,34
3,60.0,40.0,60.0,39.0,0,60.0,34
4,60.0,40.0,64.0,43.0,1,43.0,34
5,60.0,40.0,57.0,48.0,0,57.0,34
6,60.0,40.0,50.0,39.0,1,39.0,34
7,60.0,40.0,63.0,41.0,1,41.0,34
8,60.0,40.0,65.0,41.0,1,41.0,34
9,60.0,40.0,48.0,41.0,0,48.0,34
0,40.0,10.0,24.0,17.0,1,17.0,35
1,40.0,10.0,22.0,11.0,0,22.0,35
2,40.0,10.0,31.0,-11.0,1,-11.0,35
3,40.0,10.0,41.0,4.0,1,4.0,35
4,40.0,10.0,56.0,2.0,1,2.0,35
0,60.0,64.0,49.0,69.0,0,49.0,36
1,60.0,64.0,65.0,56.0,1,56.0,36
2,60.0,64.0,48.0,58.0,0,48.0,36
3,60.0,64.0,60.0,66.0,1,66.0,36
4,60.0,64.0,60.0,59.0,1,59.0,36
5,60.0,64.0,49.0,65.0,1,65.0,36
6,60.0,64.0,46.0,57.0,0,46.0,36
7,60.0,64.0,57.0,77.0,0,57.0,36
8,60.0,64.0,68.0,70.0,1,70.0,36
9,60.0,64.0,69.0,73.0,0,69.0,36
0,70.0,40.0,64.0,37.0,1,37.0,37
1,70.0,40.0,70.0,40.0,0,70.0,37
2,70.0,40.0,76.0,32.0,0,76.0,37
3,70.0,40.0,61.0,38.0,1,38.0,37
4,70.0,40.0,68.0,43.0,1,43.0,37
0,60.0,68.0,54.0,78.0,0,54.0,38
1,60.0,68.0,83.0,57.0,1,57.0,38
2,60.0,68.0,63.0,60.0,0,63.0,38
3,60.0,68.0,60.0,69.0,0,60.0,38
4,60.0,68.0,55.0,67.0,0,55.0,38
5,60.0,68.0,58.0,63.0,1,63.0,38
6,60.0,68.0,40.0,68.0,0,40.0,38
7,60.0,68.0,62.0,59.0,0,62.0,38
8,60.0,68.0,61.0,61.0,0,61.0,38
9,60.0,68.0,68.0,71.0,1,71.0,38
0,40.0,36.0,39.0,39.0,0,39.0,39
1,40.0,36.0,43.0,31.0,0,43.0,39
2,40.0,36.0,37.0,49.0,1,49.0,39
3,40.0,36.0,50.0,33.0,0,50.0,39
4,40.0,36.0,33.0,40.0,0,33.0,39
0,40.0,44.0,47.0,36.0,0,47.0,40
1,40.0,44.0,54.0,34.0,0,54.0,40
2,40.0,44.0,45.0,46.0,1,46.0,40
3,40.0,44.0,39.0,51.0,1,51.0,40
4,40.0,44.0,54.0,42.0,0,54.0,40
0,56.0,60.0,61.0,59.0,1,59.0,41
1,56.0,60.0,45.0,69.0,1,69.0,41
2,56.0,60.0,44.0,62.0,0,44.0,41
3,56.0,60.0,63.0,56.0,1,56.0,41
4,56.0,60.0,54.0,68.0,0,54.0,41
0,28.0,40.0,18.0,41.0,0,18.0,42
1,28.0,40.0,36.0,40.0,1,40.0,42
2,28.0,40.0,26.0,47.0,0,26.0,42
3,28.0,40.0,35.0,41.0,0,35.0,42
4,28.0,40.0,29.0,36.0,1,36.0,42
0,36.0,40.0,27.0,38.0,1,38.0,43
1,36.0,40.0,45.0,47.0,1,47.0,43
2,36.0,40.0,29.0,29.0,1,29.0,43
3,36.0,40.0,43.0,41.0,0,43.0,43
4,36.0,40.0,36.0,42.0,1,42.0,43
5,36.0,40.0,36.0,46.0,1,46.0,43
6,36.0,40.0,38.0,46.0,0,38.0,43
7,36.0,40.0,44.0,46.0,1,46.0,43
8,36.0,40.0,47.0,34.0,1,34.0,43
9,36.0,40.0,45.0,55.0,0,45.0,43
0,36.0,40.0,26.0,44.0,0,26.0,44
1,36.0,40.0,22.0,45.0,1,45.0,44
2,36.0,40.0,34.0,42.0,0,34.0,44
3,36.0,40.0,29.0,41.0,1,41.0,44
4,36.0,40.0,38.0,43.0,0,38.0,44
5,36.0,40.0,37.0,46.0,0,37.0,44
6,36.0,40.0,39.0,51.0,1,51.0,44
7,36.0,40.0,35.0,52.0,0,35.0,44
8,36.0,40.0,27.0,31.0,1,31.0,44
9,36.0,40.0,40.0,44.0,0,40.0,44
0,32.0,40.0,32.0,48.0,0,32.0,45
1,32.0,40.0,30.0,25.0,1,25.0,45
2,32.0,40.0,31.0,43.0,0,31.0,45
3,32.0,40.0,26.0,25.0,0,26.0,45
4,32.0,40.0,42.0,30.0,0,42.0,45
5,32.0,40.0,28.0,51.0,1,51.0,45
6,32.0,40.0,24.0,46.0,1,46.0,45
7,32.0,40.0,41.0,32.0,0,41.0,45
8,32.0,40.0,22.0,36.0,1,36.0,45
9,32.0,40.0,34.0,27.0,1,27.0,45
0,48.0,40.0,48.0,20.0,1,20.0,46
1,48.0,40.0,46.0,37.0,0,46.0,46
2,48.0,40.0,48.0,48.0,0,48.0,46
3,48.0,40.0,32.0,50.0,0,32.0,46
4,48.0,40.0,43.0,46.0,1,46.0,46
5,48.0,40.0,48.0,47.0,1,47.0,46
6,48.0,40.0,51.0,45.0,0,51.0,46
7,48.0,40.0,42.0,47.0,0,42.0,46
8,48.0,40.0,58.0,53.0,0,58.0,46
9,48.0,40.0,49.0,51.0,0,49.0,46
0,40.0,60.0,28.0,62.0,1,62.0,47
1,40.0,60.0,39.0,59.0,0,39.0,47
2,40.0,60.0,49.0,54.0,1,54.0,47
3,40.0,60.0,33.0,49.0,1,49.0,47
4,40.0,60.0,52.0,68.0,0,52.0,47
5,40.0,60.0,42.0,61.0,0,42.0,47
6,40.0,60.0,25.0,75.0,1,75.0,47
7,40.0,60.0,43.0,66.0,0,43.0,47
8,40.0,60.0,37.0,67.0,0,37.0,47
9,40.0,60.0,28.0,65.0,0,28.0,47
0,48.0,40.0,57.0,50.0,0,57.0,48
1,48.0,40.0,39.0,26.0,0,39.0,48
2,48.0,40.0,46.0,45.0,1,45.0,48
3,48.0,40.0,44.0,45.0,0,44.0,48
4,48.0,40.0,38.0,35.0,0,38.0,48
5,48.0,40.0,50.0,19.0,1,19.0,48
6,48.0,40.0,40.0,43.0,1,43.0,48
7,48.0,40.0,39.0,42.0,1,42.0,48
8,48.0,40.0,37.0,40.0,0,37.0,48
9,48.0,40.0,47.0,51.0,1,51.0,48
0,60.0,90.0,66.0,85.0,1,85.0,49
1,60.0,90.0,68.0,86.0,1,86.0,49
2,60.0,90.0,60.0,83.0,0,60.0,49
3,60.0,90.0,63.0,76.0,1,76.0,49
4,60.0,90.0,49.0,79.0,1,79.0,49
5,60.0,90.0,59.0,74.0,1,74.0,49
6,60.0,90.0,67.0,77.0,0,67.0,49
7,60.0,90.0,60.0,70.0,0,60.0,49
8,60.0,90.0,60.0,88.0,1,88.0,49
9,60.0,90.0,60.0,85.0,0,60.0,49
0,32.0,40.0,33.0,40.0,0,33.0,50
1,32.0,40.0,29.0,33.0,1,33.0,50
2,32.0,40.0,21.0,26.0,0,21.0,50
3,32.0,40.0,36.0,39.0,0,36.0,50
4,32.0,40.0,35.0,39.0,0,35.0,50
5,32.0,40.0,18.0,47.0,1,47.0,50
6,32.0,40.0,28.0,43.0,1,43.0,50
7,32.0,40.0,31.0,42.0,0,31.0,50
8,32.0,40.0,31.0,38.0,1,38.0,50
9,32.0,40.0,31.0,39.0,0,31.0,50
0,60.0,40.0,58.0,47.0,1,47.0,51
1,60.0,40.0,50.0,52.0,0,50.0,51
2,60.0,40.0,60.0,47.0,1,47.0,51
3,60.0,40.0,58.0,50.0,1,50.0,51
4,60.0,40.0,51.0,25.0,1,25.0,51
5,60.0,40.0,55.0,33.0,0,55.0,51
6,60.0,40.0,57.0,42.0,0,57.0,51
7,60.0,40.0,58.0,48.0,1,48.0,51
8,60.0,40.0,60.0,34.0,0,60.0,51
9,60.0,40.0,64.0,61.0,0,64.0,51
0,90.0,60.0,85.0,59.0,1,59.0,52
1,90.0,60.0,88.0,71.0,0,88.0,52
2,90.0,60.0,109.0,70.0,1,70.0,52
3,90.0,60.0,84.0,69.0,1,69.0,52
4,90.0,60.0,92.0,64.0,0,92.0,52
5,90.0,60.0,96.0,72.0,1,72.0,52
6,90.0,60.0,80.0,61.0,0,80.0,52
7,90.0,60.0,90.0,60.0,0,90.0,52
8,90.0,60.0,86.0,64.0,0,86.0,52
9,90.0,60.0,75.0,60.0,1,60.0,52
0,70.0,40.0,65.0,51.0,0,65.0,53
1,70.0,40.0,61.0,44.0,1,44.0,53
2,70.0,40.0,77.0,48.0,0,77.0,53
3,70.0,40.0,77.0,44.0,0,77.0,53
4,70.0,40.0,80.0,33.0,1,33.0,53
0,40.0,10.0,36.0,4.0,1,4.0,54
1,40.0,10.0,42.0,5.0,1,5.0,54
2,40.0,10.0,27.0,1.0,0,27.0,54
3,40.0,10.0,35.0,9.0,0,35.0,54
4,40.0,10.0,34.0,2.0,0,34.0,54
5,40.0,10.0,36.0,14.0,0,36.0,54
6,40.0,10.0,53.0,4.0,1,4.0,54
7,40.0,10.0,55.0,7.0,0,55.0,54
8,40.0,10.0,44.0,7.0,0,44.0,54
9,40.0,10.0,37.0,-6.0,1,-6.0,54
0,60.0,30.0,59.0,32.0,1,32.0,55
1,60.0,30.0,70.0,31.0,0,70.0,55
2,60.0,30.0,61.0,25.0,1,25.0,55
3,60.0,30.0,49.0,35.0,1,35.0,55
4,60.0,30.0,68.0,29.0,1,29.0,55
0,48.0,40.0,44.0,43.0,1,43.0,56
1,48.0,40.0,49.0,44.0,0,49.0,56
2,48.0,40.0,46.0,48.0,0,46.0,56
3,48.0,40.0,51.0,29.0,1,29.0,56
4,48.0,40.0,55.0,39.0,0,55.0,56
5,48.0,40.0,47.0,36.0,1,36.0,56
6,48.0,40.0,48.0,33.0,0,48.0,56
7,48.0,40.0,59.0,41.0,1,41.0,56
8,48.0,40.0,36.0,27.0,0,36.0,56
9,48.0,40.0,39.0,36.0,1,36.0,56
0,40.0,44.0,32.0,38.0,0,32.0,57
1,40.0,44.0,42.0,52.0,0,42.0,57
2,40.0,44.0,49.0,55.0,1,55.0,57
3,40.0,44.0,36.0,35.0,0,36.0,57
4,40.0,44.0,38.0,55.0,1,55.0,57
0,60.0,30.0,54.0,29.0,1,29.0,58
1,60.0,30.0,61.0,38.0,1,38.0,58
2,60.0,30.0,79.0,26.0,0,79.0,58
3,60.0,30.0,61.0,28.0,1,28.0,58
4,60.0,30.0,74.0,45.0,1,45.0,58
5,60.0,30.0,68.0,18.0,0,68.0,58
6,60.0,30.0,68.0,33.0,0,68.0,58
7,60.0,30.0,49.0,28.0,1,28.0,58
8,60.0,30.0,72.0,34.0,0,72.0,58
9,60.0,30.0,68.0,34.0,0,68.0,58
0,36.0,40.0,52.0,29.0,0,52.0,59
1,36.0,40.0,31.0,27.0,0,31.0,59
2,36.0,40.0,42.0,58.0,1,58.0,59
3,36.0,40.0,6.0,39.0,0,6.0,59
4,36.0,40.0,37.0,27.0,1,27.0,59
0,40.0,60.0,51.0,52.0,0,51.0,60
1,40.0,60.0,46.0,59.0,1,59.0,60
2,40.0,60.0,50.0,57.0,0,50.0,60
3,40.0,60.0,50.0,62.0,1,62.0,60
4,40.0,60.0,26.0,55.0,0,26.0,60
5,40.0,60.0,50.0,61.0,0,50.0,60
6,40.0,60.0,39.0,64.0,1,64.0,60
7,40.0,60.0,36.0,63.0,0,36.0,60
8,40.0,60.0,44.0,33.0,0,44.0,60
9,40.0,60.0,34.0,59.0,0,34.0,60
0,40.0,10.0,41.0,19.0,1,19.0,61
1,40.0,10.0,28.0,10.0,1,10.0,61
2,40.0,10.0,41.0,4.0,0,41.0,61
3,40.0,10.0,28.0,18.0,0,28.0,61
4,40.0,10.0,31.0,11.0,0,31.0,61
5,40.0,10.0,26.0,-1.0,1,-1.0,61
6,40.0,10.0,41.0,17.0,1,17.0,61
7,40.0,10.0,39.0,18.0,1,18.0,61
8,40.0,10.0,54.0,9.0,1,9.0,61
9,40.0,10.0,34.0,3.0,0,34.0,61
0,10.0,40.0,16.0,36.0,1,36.0,62
1,10.0,40.0,13.0,32.0,0,13.0,62
2,10.0,40.0,20.0,49.0,0,20.0,62
3,10.0,40.0,13.0,47.0,0,13.0,62
4,10.0,40.0,19.0,36.0,1,36.0,62
5,10.0,40.0,16.0,37.0,1,37.0,62
6,10.0,40.0,7.0,38.0,0,7.0,62
7,10.0,40.0,1.0,37.0,1,37.0,62
8,10.0,40.0,-1.0,24.0,1,24.0,62
9,10.0,40.0,6.0,40.0,0,6.0,62
0,70.0,40.0,71.0,35.0,1,35.0,63
1,70.0,40.0,66.0,31.0,1,31.0,63
2,70.0,40.0,69.0,44.0,0,69.0,63
3,70.0,40.0,73.0,52.0,0,73.0,63
4,70.0,40.0,73.0,42.0,1,42.0,63
5,70.0,40.0,66.0,45.0,0,66.0,63
6,70.0,40.0,82.0,42.0,1,42.0,63
7,70.0,40.0,78.0,34.0,1,34.0,63
8,70.0,40.0,73.0,30.0,0,73.0,63
9,70.0,40.0,72.0,36.0,0,72.0,63
0,40.0,44.0,39.0,48.0,1,48.0,64
1,40.0,44.0,34.0,55.0,1,55.0,64
2,40.0,44.0,50.0,52.0,1,52.0,64
3,40.0,44.0,35.0,58.0,0,35.0,64
4,40.0,44.0,35.0,43.0,1,43.0,64
0,44.0,40.0,44.0,38.0,1,38.0,65
1,44.0,40.0,34.0,49.0,0,34.0,65
2,44.0,40.0,58.0,43.0,0,58.0,65
3,44.0,40.0,52.0,48.0,0,52.0,65
4,44.0,40.0,37.0,44.0,0,37.0,65
0,48.0,40.0,41.0,39.0,0,41.0,66
1,48.0,40.0,53.0,37.0,0,53.0,66
2,48.0,40.0,64.0,33.0,0,64.0,66
3,48.0,40.0,47.0,36.0,1,36.0,66
4,48.0,40.0,53.0,49.0,1,49.0,66
0,60.0,56.0,72.0,72.0,1,72.0,67
1,60.0,56.0,53.0,70.0,0,53.0,67
2,60.0,56.0,55.0,57.0,1,57.0,67
3,60.0,56.0,59.0,55.0,0,59.0,67
4,60.0,56.0,49.0,61.0,1,61.0,67
0,40.0,36.0,48.0,37.0,1,37.0,68
1,40.0,36.0,38.0,26.0,1,26.0,68
2,40.0,36.0,38.0,32.0,0,38.0,68
3,40.0,36.0,50.0,43.0,0,50.0,68
4,40.0,36.0,54.0,46.0,0,54.0,68
0,52.0,60.0,44.0,57.0,1,57.0,69
1,52.0,60.0,57.0,52.0,1,52.0,69
2,52.0,60.0,54.0,46.0,1,46.0,69
3,52.0,60.0,40.0,61.0,0,40.0,69
4,52.0,60.0,57.0,54.0,0,57.0,69
5,52.0,60.0,67.0,66.0,1,66.0,69
6,52.0,60.0,49.0,56.0,1,56.0,69
7,52.0,60.0,57.0,62.0,1,62.0,69
8,52.0,60.0,60.0,67.0,1,67.0,69
9,52.0,60.0,45.0,60.0,0,45.0,69
0,60.0,40.0,57.0,47.0,1,47.0,70
