trial,mean0,mean1,reward0,reward1,choice,reward,run
9,60.0,80.0,63.0,92.0,0,63.0,9
0,28.0,40.0,45.0,37.0,1,37.0,10
1,28.0,40.0,24.0,42.0,1,42.0,10
2,28.0,40.0,29.0,38.0,1,38.0,10
3,28.0,40.0,36.0,36.0,0,36.0,10
4,28.0,40.0,28.0,45.0,0,28.0,10
5,28.0,40.0,32.0,31.0,1,31.0,10
6,28.0,40.0,29.0,43.0,0,29.0,10
7,28.0,40.0,33.0,51.0,1,51.0,10
8,28.0,40.0,19.0,31.0,0,19.0,10
9,28.0,40.0,17.0,30.0,1,30.0,10
0,30.0,60.0,34.0,58.0,1,58.0,11
1,30.0,60.0,34.0,62.0,0,34.0,11
2,30.0,60.0,30.0,59.0,1,59.0,11
3,30.0,60.0,24.0,53.0,1,53.0,11
4,30.0,60.0,32.0,68.0,0,32.0,11
5,30.0,60.0,29.0,54.0,1,54.0,11
6,30.0,60.0,12.0,58.0,1,58.0,11
7,30.0,60.0,29.0,63.0,0,29.0,11
8,30.0,60.0,18.0,64.0,0,18.0,11
9,30.0,60.0,35.0,62.0,1,62.0,11
0,32.0,40.0,35.0,44.0,0,35.0,12
1,32.0,40.0,10.0,34.0,0,10.0,12
2,32.0,40.0,39.0,36.0,0,39.0,12
3,32.0,40.0,22.0,36.0,1,36.0,12
4,32.0,40.0,35.0,46.0,0,35.0,12
5,32.0,40.0,26.0,53.0,1,53.0,12
6,32.0,40.0,36.0,33.0,0,36.0,12
7,32.0,40.0,19.0,45.0,1,45.0,12
8,32.0,40.0,34.0,27.0,1,27.0,12
9,32.0,40.0,35.0,42.0,1,42.0,12
0,40.0,10.0,33.0,2.0,0,33.0,13
1,40.0,10.0,37.0,9.0,0,37.0,13
2,40.0,10.0,47.0,2.0,1,2.0,13
3,40.0,10.0,43.0,-0.0,0,43.0,13
4,40.0,10.0,39.0,-13.0,0,39.0,13
0,20.0,40.0,13.0,37.0,0,13.0,14
1,20.0,40.0,27.0,55.0,1,55.0,14
2,20.0,40.0,15.0,46.0,1,46.0,14
3,20.0,40.0,15.0,32.0,1,32.0,14
4,20.0,40.0,18.0,20.0,0,18.0,14
5,20.0,40.0,12.0,31.0,0,12.0,14
6,20.0,40.0,22.0,36.0,0,22.0,14
7,20.0,40.0,13.0,33.0,0,13.0,14
8,20.0,40.0,22.0,44.0,0,22.0,14
9,20.0,40.0,19.0,28.0,1,28.0,14
0,40.0,60.0,44.0,51.0,1,51.0,15
1,40.0,60.0,34.0,62.0,1,62.0,15
2,40.0,60.0,52.0,50.0,0,52.0,15
3,40.0,60.0,37.0,57.0,1,57.0,15
4,40.0,60.0,44.0,75.0,0,44.0,15
5,40.0,60.0,35.0,68.0,0,35.0,15
6,40.0,60.0,34.0,71.0,1,71.0,15
7,40.0,60.0,44.0,66.0,0,44.0,15
8,40.0,60.0,45.0,67.0,0,45.0,15
9,40.0,60.0,33.0,57.0,0,33.0,15
0,40.0,28.0,22.0,30.0,0,22.0,16
1,40.0,28.0,40.0,27.0,1,27.0,16
2,40.0,28.0,38.0,32.0,0,38.0,16
3,40.0,28.0,45.0,29.0,0,45.0,16
4,40.0,28.0,43.0,30.0,1,30.0,16
5,40.0,28.0,44.0,27.0,1,27.0,16
6,40.0,28.0,32.0,30.0,0,32.0,16
7,40.0,28.0,46.0,21.0,1,21.0,16
8,40.0,28.0,37.0,35.0,1,35.0,16
9,40.0,28.0,35.0,38.0,1,38.0,16
0,60.0,30.0,53.0,35.0,0,53.0,17
1,60.0,30.0,64.0,37.0,0,64.0,17
2,60.0,30.0,52.0,32.0,1,32.0,17
3,60.0,30.0,71.0,30.0,1,30.0,17
4,60.0,30.0,52.0,33.0,1,33.0,17
0,36.0,40.0,39.0,52.0,1,52.0,18
1,36.0,40.0,33.0,26.0,0,33.0,18
2,36.0,40.0,34.0,34.0,1,34.0,18
3,36.0,40.0,27.0,36.0,0,27.0,18
4,36.0,40.0,28.0,54.0,0,28.0,18
5,36.0,40.0,27.0,36.0,0,27.0,18
6,36.0,40.0,46.0,48.0,0,46.0,18
7,36.0,40.0,55.0,32.0,0,55.0,18
8,36.0,40.0,46.0,29.0,1,29.0,18
9,36.0,40.0,36.0,48.0,0,36.0,18
0,40.0,70.0,34.0,71.0,0,34.0,19
1,40.0,70.0,26.0,84.0,0,26.0,19
2,40.0,70.0,39.0,82.0,1,82.0,19
3,40.0,70.0,41.0,58.0,0,41.0,19
4,40.0,70.0,51.0,61.0,1,61.0,19
0,40.0,32.0,25.0,37.0,0,25.0,20
1,40.0,32.0,44.0,32.0,1,32.0,20
2,40.0,32.0,23.0,28.0,0,23.0,20
3,40.0,32.0,40.0,39.0,0,40.0,20
4,40.0,32.0,42.0,40.0,0,42.0,20
5,40.0,32.0,39.0,44.0,0,39.0,20
6,40.0,32.0,34.0,30.0,1,30.0,20
7,40.0,32.0,53.0,37.0,1,37.0,20
8,40.0,32.0,33.0,36.0,0,33.0,20
9,40.0,32.0,40.0,26.0,0,40.0,20
0,40.0,60.0,39.0,53.0,0,39.0,21
1,40.0,60.0,42.0,74.0,0,42.0,21
2,40.0,60.0,26.0,54.0,0,26.0,21
3,40.0,60.0,25.0,59.0,1,59.0,21
4,40.0,60.0,43.0,71.0,0,43.0,21
5,40.0,60.0,38.0,60.0,0,38.0,21
6,40.0,60.0,42.0,62.0,0,42.0,21
7,40.0,60.0,40.0,67.0,0,40.0,21
8,40.0,60.0,40.0,72.0,0,40.0,21
9,40.0,60.0,44.0,61.0,0,44.0,21
0,72.0,60.0,76.0,50.0,1,50.0,22
1,72.0,60.0,76.0,56.0,1,56.0,22
2,72.0,60.0,67.0,61.0,0,67.0,22
3,72.0,60.0,72.0,65.0,0,72.0,22
4,72.0,60.0,58.0,60.0,0,58.0,22
0,40.0,60.0,34.0,71.0,0,34.0,23
1,40.0,60.0,40.0,80.0,0,40.0,23
2,40.0,60.0,38.0,60.0,0,38.0,23
3,40.0,60.0,41.0,64.0,1,64.0,23
4,40.0,60.0,30.0,65.0,1,65.0,23
5,40.0,60.0,35.0,71.0,1,71.0,23
6,40.0,60.0,37.0,50.0,0,37.0,23
7,40.0,60.0,43.0,58.0,0,43.0,23
8,40.0,60.0,55.0,53.0,1,53.0,23
9,40.0,60.0,40.0,57.0,0,40.0,23
0,60.0,48.0,54.0,44.0,1,44.0,24
1,60.0,48.0,72.0,53.0,1,53.0,24
2,60.0,48.0,59.0,50.0,0,59.0,24
3,60.0,48.0,65.0,53.0,1,53.0,24
4,60.0,48.0,57.0,59.0,1,59.0,24
5,60.0,48.0,68.0,44.0,0,68.0,24
6,60.0,48.0,62.0,50.0,0,62.0,24
7,60.0,48.0,61.0,42.0,0,61.0,24
8,60.0,48.0,52.0,42.0,0,52.0,24
9,60.0,48.0,69.0,50.0,0,69.0,24
0,40.0,10.0,36.0,4.0,0,36.0,25
1,40.0,10.0,47.0,22.0,1,22.0,25
2,40.0,10.0,54.0,-2.0,0,54.0,25
3,40.0,10.0,35.0,9.0,1,9.0,25
4,40.0,10.0,44.0,-4.0,0,44.0,25
5,40.0,10.0,48.0,20.0,1,20.0,25
6,40.0,10.0,41.0,12.0,1,12.0,25
7,40.0,10.0,42.0,27.0,0,42.0,25
8,40.0,10.0,57.0,2.0,1,2.0,25
9,40.0,10.0,36.0,10.0,1,10.0,25
0,60.0,80.0,67.0,93.0,1,93.0,26
1,60.0,80.0,59.0,90.0,0,59.0,26
2,60.0,80.0,65.0,81.0,0,65.0,26
3,60.0,80.0,61.0,85.0,0,61.0,26
4,60.0,80.0,68.0,80.0,0,68.0,26
5,60.0,80.0,59.0,81.0,0,59.0,26
6,60.0,80.0,59.0,80.0,0,59.0,26
7,60.0,80.0,51.0,90.0,0,51.0,26
8,60.0,80.0,55.0,87.0,0,55.0,26
9,60.0,80.0,60.0,72.0,0,60.0,26
0,70.0,40.0,79.0,42.0,0,79.0,27
1,70.0,40.0,80.0,48.0,1,48.0,27
2,70.0,40.0,73.0,19.0,0,73.0,27
3,70.0,40.0,70.0,42.0,0,70.0,27
4,70.0,40.0,64.0,40.0,0,64.0,27
0,44.0,40.0,39.0,41.0,1,41.0,28
1,44.0,40.0,50.0,41.0,1,41.0,28
2,44.0,40.0,51.0,36.0,0,51.0,28
3,44.0,40.0,44.0,33.0,0,44.0,28
4,44.0,40.0,43.0,49.0,1,49.0,28
0,44.0,40.0,52.0,40.0,0,52.0,29
1,44.0,40.0,51.0,39.0,0,51.0,29
2,44.0,40.0,36.0,44.0,1,44.0,29
3,44.0,40.0,46.0,34.0,0,46.0,29
4,44.0,40.0,33.0,51.0,1,51.0,29
5,44.0,40.0,30.0,39.0,1,39.0,29
6,44.0,40.0,38.0,36.0,1,36.0,29
7,44.0,40.0,35.0,35.0,1,35.0,29
8,44.0,40.0,57.0,51.0,1,51.0,29
9,44.0,40.0,45.0,43.0,0,45.0,29
0,60.0,52.0,54.0,42.0,1,42.0,30
1,60.0,52.0,67.0,43.0,1,43.0,30
2,60.0,52.0,61.0,54.0,0,61.0,30
3,60.0,52.0,71.0,43.0,0,71.0,30
4,60.0,52.0,56.0,35.0,1,35.0,30
5,60.0,52.0,54.0,53.0,0,54.0,30
6,60.0,52.0,63.0,66.0,0,63.0,30
7,60.0,52.0,57.0,51.0,0,57.0,30
8,60.0,52.0,60.0,51.0,1,51.0,30
9,60.0,52.0,56.0,47.0,1,47.0,30
0,56.0,60.0,55.0,56.0,1,56.0,31
1,56.0,60.0,56.0,60.0,1,60.0,31
2,56.0,60.0,68.0,65.0,1,65.0,31
3,56.0,60.0,70.0,41.0,0,70.0,31
4,56.0,60.0,66.0,75.0,0,66.0,31
0,60.0,40.0,54.0,43.0,0,54.0,32
1,60.0,40.0,50.0,30.0,0,50.0,32
2,60.0,40.0,63.0,37.0,0,63.0,32
3,60.0,40.0,59.0,40.0,1,40.0,32
4,60.0,40.0,71.0,47.0,0,71.0,32
5,60.0,40.0,52.0,37.0,0,52.0,32
6,60.0,40.0,51.0,37.0,0,51.0,32
7,60.0,40.0,60.0,35.0,1,35.0,32
8,60.0,40.0,66.0,30.0,1,30.0,32
9,60.0,40.0,58.0,42.0,1,42.0,32
0,40.0,44.0,53.0,45.0,0,53.0,33
1,40.0,44.0,50.0,47.0,1,47.0,33
2,40.0,44.0,48.0,47.0,1,47.0,33
3,40.0,44.0,32.0,32.0,1,32.0,33
4,40.0,44.0,45.0,48.0,1,48.0,33
0,36.0,40.0,32.0,49.0,1,49.0,34
1,36.0,40.0,51.0,50.0,1,50.0,34
2,36.0,40.0,17.0,31.0,0,17.0,34
3,36.0,40.0,36.0,36.0,0,36.0,34
4,36.0,40.0,30.0,37.0,1,37.0,34
0,40.0,48.0,48.0,37.0,1,37.0,35
1,40.0,48.0,40.0,54.0,1,54.0,35
2,40.0,48.0,40.0,48.0,0,40.0,35
3,40.0,48.0,39.0,47.0,1,47.0,35
4,40.0,48.0,41.0,38.0,0,41.0,35
0,60.0,30.0,66.0,29.0,1,29.0,36
1,60.0,30.0,52.0,32.0,0,52.0,36
2,60.0,30.0,59.0,36.0,1,36.0,36
3,60.0,30.0,64.0,36.0,1,36.0,36
4,60.0,30.0,58.0,23.0,0,58.0,36
5,60.0,30.0,59.0,21.0,0,59.0,36
6,60.0,30.0,54.0,36.0,0,54.0,36
7,60.0,30.0,56.0,28.0,0,56.0,36
8,60.0,30.0,53.0,32.0,0,53.0,36
9,60.0,30.0,57.0,24.0,1,24.0,36
0,32.0,40.0,36.0,50.0,0,36.0,37
1,32.0,40.0,35.0,39.0,1,39.0,37
2,32.0,40.0,30.0,50.0,0,30.0,37
3,32.0,40.0,36.0,45.0,0,36.0,37
4,32.0,40.0,26.0,38.0,1,38.0,37
0,40.0,32.0,44.0,43.0,1,43.0,38
1,40.0,32.0,51.0,37.0,0,51.0,38
2,40.0,32.0,52.0,25.0,1,25.0,38
3,40.0,32.0,37.0,37.0,1,37.0,38
4,40.0,32.0,40.0,17.0,1,17.0,38
5,40.0,32.0,35.0,40.0,1,40.0,38
6,40.0,32.0,39.0,33.0,1,33.0,38
7,40.0,32.0,51.0,36.0,0,51.0,38
8,40.0,32.0,41.0,37.0,1,37.0,38
9,40.0,32.0,32.0,8.0,0,32.0,38
0,60.0,40.0,54.0,52.0,1,52.0,39
1,60.0,40.0,65.0,27.0,1,27.0,39
2,60.0,40.0,63.0,48.0,0,63.0,39
3,60.0,40.0,63.0,41.0,0,63.0,39
4,60.0,40.0,64.0,45.0,0,64.0,39
5,60.0,40.0,58.0,38.0,1,38.0,39
6,60.0,40.0,55.0,34.0,1,34.0,39
7,60.0,40.0,52.0,28.0,1,28.0,39
8,60.0,40.0,59.0,40.0,0,59.0,39
9,60.0,40.0,58.0,39.0,0,58.0,39
0,60.0,90.0,62.0,91.0,0,62.0,40
1,60.0,90.0,64.0,84.0,1,84.0,40
2,60.0,90.0,64.0,79.0,1,79.0,40
3,60.0,90.0,68.0,84.0,1,84.0,40
4,60.0,90.0,65.0,82.0,1,82.0,40
0,80.0,60.0,89.0,64.0,0,89.0,41
1,80.0,60.0,81.0,61.0,1,61.0,41
2,80.0,60.0,68.0,57.0,0,68.0,41
3,80.0,60.0,86.0,39.0,1,39.0,41
4,80.0,60.0,69.0,54.0,1,54.0,41
5,80.0,60.0,76.0,58.0,0,76.0,41
6,80.0,60.0,83.0,54.0,1,54.0,41
7,80.0,60.0,72.0,65.0,0,72.0,41
8,80.0,60.0,83.0,75.0,1,75.0,41
9,80.0,60.0,77.0,65.0,0,77.0,41
0,36.0,40.0,31.0,45.0,0,31.0,42
1,36.0,40.0,38.0,50.0,0,38.0,42
2,36.0,40.0,40.0,33.0,0,40.0,42
3,36.0,40.0,39.0,50.0,1,50.0,42
4,36.0,40.0,45.0,45.0,1,45.0,42
0,40.0,60.0,38.0,72.0,0,38.0,43
1,40.0,60.0,41.0,58.0,0,41.0,43
2,40.0,60.0,53.0,76.0,0,53.0,43
3,40.0,60.0,31.0,49.0,1,49.0,43
4,40.0,60.0,41.0,54.0,0,41.0,43
0,70.0,40.0,67.0,38.0,0,67.0,44
1,70.0,40.0,78.0,34.0,0,78.0,44
2,70.0,40.0,74.0,32.0,1,32.0,44
3,70.0,40.0,70.0,20.0,0,70.0,44
4,70.0,40.0,69.0,46.0,0,69.0,44
0,90.0,60.0,92.0,60.0,0,92.0,45
1,90.0,60.0,96.0,66.0,1,66.0,45
2,90.0,60.0,90.0,54.0,1,54.0,45
3,90.0,60.0,89.0,74.0,1,74.0,45
4,90.0,60.0,69.0,60.0,1,60.0,45
0,30.0,60.0,19.0,50.0,1,50.0,46
1,30.0,60.0,26.0,66.0,1,66.0,46
2,30.0,60.0,17.0,65.0,0,17.0,46
3,30.0,60.0,44.0,55.0,0,44.0,46
4,30.0,60.0,31.0,66.0,1,66.0,46
5,30.0,60.0,33.0,57.0,0,33.0,46
6,30.0,60.0,36.0,60.0,1,60.0,46
7,30.0,60.0,37.0,61.0,0,37.0,46
8,30.0,60.0,36.0,56.0,0,36.0,46
9,30.0,60.0,37.0,59.0,0,37.0,46
0,60.0,80.0,61.0,83.0,1,83.0,47
1,60.0,80.0,58.0,73.0,1,73.0,47
2,60.0,80.0,63.0,83.0,0,63.0,47
3,60.0,80.0,58.0,89.0,0,58.0,47
4,60.0,80.0,62.0,89.0,0,62.0,47
0,48.0,40.0,52.0,43.0,0,52.0,48
1,48.0,40.0,56.0,41.0,0,56.0,48
2,48.0,40.0,47.0,43.0,0,47.0,48
3,48.0,40.0,56.0,48.0,1,48.0,48
4,48.0,40.0,55.0,28.0,0,55.0,48
5,48.0,40.0,48.0,51.0,0,48.0,48
6,48.0,40.0,53.0,43.0,1,43.0,48
7,48.0,40.0,42.0,38.0,1,38.0,48
8,48.0,40.0,41.0,32.0,0,41.0,48
9,48.0,40.0,56.0,40.0,0,56.0,48
0,44.0,40.0,37.0,49.0,1,49.0,49
1,44.0,40.0,34.0,51.0,1,51.0,49
2,44.0,40.0,50.0,50.0,1,50.0,49
3,44.0,40.0,48.0,24.0,0,48.0,49
4,44.0,40.0,41.0,32.0,1,32.0,49
5,44.0,40.0,64.0,40.0,0,64.0,49
6,44.0,40.0,30.0,35.0,0,30.0,49
7,44.0,40.0,50.0,27.0,0,50.0,49
8,44.0,40.0,43.0,54.0,0,43.0,49
9,44.0,40.0,40.0,36.0,1,36.0,49
0,10.0,40.0,-1.0,52.0,0,-1.0,50
1,10.0,40.0,19.0,31.0,0,19.0,50
2,10.0,40.0,1.0,55.0,0,1.0,50
3,10.0,40.0,20.0,45.0,1,45.0,50
4,10.0,40.0,7.0,48.0,0,7.0,50
0,60.0,56.0,51.0,48.0,1,48.0,51
1,60.0,56.0,70.0,67.0,1,67.0,51
2,60.0,56.0,80.0,66.0,0,80.0,51
3,60.0,56.0,62.0,54.0,0,62.0,51
4,60.0,56.0,77.0,53.0,0,77.0,51
5,60.0,56.0,61.0,48.0,0,61.0,51
6,60.0,56.0,69.0,40.0,1,40.0,51
7,60.0,56.0,62.0,49.0,0,62.0,51
8,60.0,56.0,54.0,49.0,0,54.0,51
9,60.0,56.0,71.0,66.0,1,66.0,51
0,60.0,90.0,52.0,90.0,0,52.0,52
1,60.0,90.0,68.0,103.0,0,68.0,52
2,60.0,90.0,77.0,97.0,1,97.0,52
3,60.0,90.0,39.0,89.0,0,39.0,52
4,60.0,90.0,72.0,83.0,0,72.0,52
5,60.0,90.0,49.0,82.0,1,82.0,52
6,60.0,90.0,69.0,90.0,0,69.0,52
7,60.0,90.0,72.0,85.0,0,72.0,52
8,60.0,90.0,59.0,87.0,0,59.0,52
9,60.0,90.0,59.0,90.0,1,90.0,52
0,60.0,80.0,62.0,82.0,1,82.0,53
1,60.0,80.0,51.0,86.0,1,86.0,53
2,60.0,80.0,64.0,89.0,0,64.0,53
3,60.0,80.0,59.0,85.0,1,85.0,53
4,60.0,80.0,65.0,89.0,0,65.0,53
5,60.0,80.0,74.0,86.0,0,74.0,53
6,60.0,80.0,67.0,75.0,0,67.0,53
7,60.0,80.0,68.0,84.0,0,68.0,53
8,60.0,80.0,51.0,99.0,0,51.0,53
9,60.0,80.0,60.0,85.0,0,60.0,53
0,40.0,20.0,37.0,11.0,1,11.0,54
1,40.0,20.0,37.0,17.0,1,17.0,54
2,40.0,20.0,41.0,38.0,0,41.0,54
3,40.0,20.0,47.0,26.0,1,26.0,54
4,40.0,20.0,42.0,31.0,0,42.0,54
0,68.0,60.0,71.0,68.0,1,68.0,55
1,68.0,60.0,60.0,55.0,0,60.0,55
2,68.0,60.0,57.0,64.0,0,57.0,55
3,68.0,60.0,61.0,65.0,0,61.0,55
4,68.0,60.0,65.0,68.0,1,68.0,55
0,20.0,40.0,24.0,43.0,1,43.0,56
1,20.0,40.0,22.0,39.0,0,22.0,56
2,20.0,40.0,14.0,32.0,0,14.0,56
3,20.0,40.0,5.0,36.0,0,5.0,56
4,20.0,40.0,16.0,37.0,0,16.0,56
0,60.0,52.0,52.0,61.0,1,61.0,57
1,60.0,52.0,61.0,54.0,1,54.0,57
2,60.0,52.0,55.0,50.0,0,55.0,57
3,60.0,52.0,55.0,45.0,0,55.0,57
4,60.0,52.0,57.0,56.0,0,57.0,57
0,60.0,68.0,66.0,73.0,1,73.0,58
1,60.0,68.0,60.0,68.0,1,68.0,58
2,60.0,68.0,59.0,56.0,1,56.0,58
3,60.0,68.0,54.0,64.0,0,54.0,58
4,60.0,68.0,60.0,71.0,0,60.0,58
0,80.0,60.0,94.0,72.0,1,72.0,59
1,80.0,60.0,62.0,58.0,0,62.0,59
2,80.0,60.0,79.0,61.0,1,61.0,59
3,80.0,60.0,72.0,59.0,0,72.0,59
4,80.0,60.0,76.0,54.0,1,54.0,59
0,28.0,40.0,12.0,48.0,1,48.0,60
1,28.0,40.0,28.0,44.0,1,44.0,60
2,28.0,40.0,29.0,36.0,0,29.0,60
3,28.0,40.0,22.0,43.0,0,22.0,60
4,28.0,40.0,29.0,51.0,0,29.0,60
0,60.0,80.0,59.0,96.0,0,59.0,61
1,60.0,80.0,74.0,87.0,0,74.0,61
2,60.0,80.0,56.0,88.0,0,56.0,61
3,60.0,80.0,62.0,88.0,1,88.0,61
4,60.0,80.0,51.0,76.0,1,76.0,61
5,60.0,80.0,55.0,78.0,0,55.0,61
6,60.0,80.0,69.0,87.0,1,87.0,61
7,60.0,80.0,60.0,63.0,1,63.0,61
8,60.0,80.0,55.0,71.0,0,55.0,61
9,60.0,80.0,56.0,77.0,1,77.0,61
0,48.0,60.0,48.0,55.0,0,48.0,62
1,48.0,60.0,59.0,66.0,1,66.0,62
2,48.0,60.0,62.0,74.0,1,74.0,62
3,48.0,60.0,48.0,55.0,0,48.0,62
4,48.0,60.0,50.0,58.0,1,58.0,62
0,60.0,80.0,51.0,73.0,0,51.0,63
1,60.0,80.0,53.0,84.0,0,53.0,63
2,60.0,80.0,64.0,65.0,0,64.0,63
3,60.0,80.0,66.0,77.0,1,77.0,63
4,60.0,80.0,36.0,67.0,1,67.0,63
0,40.0,32.0,48.0,40.0,1,40.0,64
1,40.0,32.0,46.0,25.0,1,25.0,64
2,40.0,32.0,45.0,30.0,1,30.0,64
3,40.0,32.0,37.0,26.0,0,37.0,64
4,40.0,32.0,44.0,35.0,0,44.0,64
5,40.0,32.0,35.0,51.0,0,35.0,64
6,40.0,32.0,38.0,30.0,0,38.0,64
7,40.0,32.0,54.0,30.0,0,54.0,64
8,40.0,32.0,37.0,24.0,0,37.0,64
9,40.0,32.0,47.0,22.0,1,22.0,64
0,64.0,60.0,47.0,54.0,0,47.0,65
1,64.0,60.0,64.0,58.0,0,64.0,65
2,64.0,60.0,66.0,52.0,1,52.0,65
3,64.0,60.0,60.0,59.0,1,59.0,65
4,64.0,60.0,66.0,51.0,1,51.0,65
0,60.0,72.0,55.0,65.0,0,55.0,66
1,60.0,72.0,63.0,69.0,0,63.0,66
2,60.0,72.0,52.0,72.0,1,72.0,66
3,60.0,72.0,49.0,66.0,0,49.0,66
4,60.0,72.0,53.0,68.0,0,53.0,66
0,48.0,60.0,49.0,69.0,1,69.0,67
1,48.0,60.0,39.0,58.0,0,39.0,67
2,48.0,60.0,46.0,50.0,0,46.0,67
3,48.0,60.0,57.0,77.0,0,57.0,67
4,48.0,60.0,65.0,73.0,1,73.0,67
5,48.0,60.0,42.0,56.0,0,42.0,67
6,48.0,60.0,50.0,45.0,1,45.0,67
7,48.0,60.0,26.0,46.0,1,46.0,67
8,48.0,60.0,50.0,61.0,0,50.0,67
9,48.0,60.0,48.0,56.0,0,48.0,67
0,52.0,40.0,45.0,40.0,0,45.0,68
1,52.0,40.0,52.0,37.0,1,37.0,68
2,52.0,40.0,64.0,39.0,0,64.0,68
3,52.0,40.0,51.0,43.0,0,51.0,68
4,52.0,40.0,62.0,45.0,1,45.0,68
0,32.0,40.0,30.0,42.0,0,30.0,69
1,32.0,40.0,31.0,54.0,1,54.0,69
2,32.0,40.0,20.0,53.0,0,20.0,69
3,32.0,40.0,38.0,31.0,1,31.0,69
4,32.0,40.0,29.0,33.0,1,33.0,69
5,32.0,40.0,35.0,47.0,0,35.0,69
6,32.0,40.0,20.0,52.0,0,20.0,69
7,32.0,40.0,21.0,31.0,0,21.0,69
8,32.0,40.0,35.0,37.0,1,37.0,69
9,32.0,40.0,26.0,52.0,0,26.0,69
0,68.0,60.0,70.0,57.0,1,57.0,70
1,68.0,60.0,64.0,72.0,1,72.0,70
2,68.0,60.0,73.0,40.0,0,73.0,70
3,68.0,60.0,63.0,63.0,0,63.0,70
4,68.0,60.0,66.0,63.0,0,66.0,70
5,68.0,60.0,68.0,62.0,0,68.0,70
6,68.0,60.0,59.0,69.0,1,69.0,70
7,68.0,60.0,78.0,63.0,0,78.0,70
8,68.0,60.0,70.0,66.0,1,66.0,70
9,68.0,60.0,72.0,66.0,1,66.0,70
0,56.0,60.0,70.0,57.0,1,57.0,71
1,56.0,60.0,65.0,53.0,0,65.0,71
2,56.0,60.0,34.0,65.0,0,34.0,71
3,56.0,60.0,80.0,50.0,1,50.0,71
4,56.0,60.0,60.0,50.0,0,60.0,71
0,60.0,72.0,67.0,76.0,0,67.0,72
