trial,mean0,mean1,reward0,reward1,choice,reward,run
0,44.0,40.0,50.0,23.0,0,50.0,10
1,44.0,40.0,46.0,36.0,1,36.0,10
2,44.0,40.0,42.0,29.0,1,29.0,10
3,44.0,40.0,46.0,29.0,0,46.0,10
4,44.0,40.0,58.0,46.0,0,58.0,10
0,36.0,40.0,47.0,34.0,1,34.0,11
1,36.0,40.0,41.0,33.0,1,33.0,11
2,36.0,40.0,41.0,32.0,0,41.0,11
3,36.0,40.0,29.0,32.0,1,32.0,11
4,36.0,40.0,31.0,34.0,1,34.0,11
5,36.0,40.0,29.0,46.0,1,46.0,11
6,36.0,40.0,38.0,30.0,1,30.0,11
7,36.0,40.0,32.0,37.0,1,37.0,11
8,36.0,40.0,40.0,47.0,1,47.0,11
9,36.0,40.0,47.0,36.0,0,47.0,11
0,60.0,80.0,64.0,80.0,1,80.0,12
1,60.0,80.0,65.0,73.0,1,73.0,12
2,60.0,80.0,69.0,89.0,1,89.0,12
3,60.0,80.0,69.0,96.0,0,69.0,12
4,60.0,80.0,67.0,82.0,1,82.0,12
5,60.0,80.0,57.0,81.0,0,57.0,12
6,60.0,80.0,60.0,66.0,0,60.0,12
7,60.0,80.0,51.0,75.0,0,51.0,12
8,60.0,80.0,71.0,84.0,1,84.0,12
9,60.0,80.0,55.0,89.0,1,89.0,12
0,72.0,60.0,70.0,60.0,0,70.0,13
1,72.0,60.0,65.0,63.0,1,63.0,13
2,72.0,60.0,79.0,52.0,1,52.0,13
3,72.0,60.0,74.0,54.0,0,74.0,13
4,72.0,60.0,67.0,59.0,0,67.0,13
0,40.0,20.0,38.0,14.0,0,38.0,14
1,40.0,20.0,31.0,29.0,1,29.0,14
2,40.0,20.0,36.0,25.0,1,25.0,14
3,40.0,20.0,51.0,24.0,1,24.0,14
4,40.0,20.0,42.0,18.0,0,42.0,14
5,40.0,20.0,30.0,18.0,0,30.0,14
6,40.0,20.0,33.0,18.0,1,18.0,14
7,40.0,20.0,41.0,26.0,0,41.0,14
8,40.0,20.0,36.0,21.0,0,36.0,14
9,40.0,20.0,49.0,4.0,0,49.0,14
0,44.0,40.0,39.0,55.0,1,55.0,15
1,44.0,40.0,55.0,35.0,0,55.0,15
2,44.0,40.0,39.0,39.0,0,39.0,15
3,44.0,40.0,52.0,29.0,1,29.0,15
4,44.0,40.0,43.0,40.0,1,40.0,15
5,44.0,40.0,37.0,36.0,1,36.0,15
6,44.0,40.0,35.0,41.0,1,41.0,15
7,44.0,40.0,47.0,48.0,1,48.0,15
8,44.0,40.0,48.0,46.0,1,46.0,15
9,44.0,40.0,42.0,51.0,0,42.0,15
0,10.0,40.0,14.0,39.0,1,39.0,16
1,10.0,40.0,-13.0,39.0,1,39.0,16
2,10.0,40.0,19.0,37.0,1,37.0,16
3,10.0,40.0,-4.0,40.0,0,-4.0,16
4,10.0,40.0,19.0,42.0,1,42.0,16
0,36.0,40.0,38.0,28.0,1,28.0,17
1,36.0,40.0,43.0,40.0,0,43.0,17
2,36.0,40.0,28.0,49.0,1,49.0,17
3,36.0,40.0,55.0,42.0,0,55.0,17
4,36.0,40.0,34.0,39.0,1,39.0,17
5,36.0,40.0,45.0,46.0,1,46.0,17
6,36.0,40.0,45.0,44.0,1,44.0,17
7,36.0,40.0,41.0,45.0,1,45.0,17
8,36.0,40.0,43.0,44.0,0,43.0,17
9,36.0,40.0,43.0,42.0,1,42.0,17
0,60.0,40.0,67.0,37.0,0,67.0,18
1,60.0,40.0,56.0,40.0,1,40.0,18
2,60.0,40.0,72.0,40.0,1,40.0,18
3,60.0,40.0,69.0,41.0,0,69.0,18
4,60.0,40.0,65.0,37.0,0,65.0,18
0,40.0,20.0,41.0,17.0,0,41.0,19
1,40.0,20.0,63.0,32.0,1,32.0,19
2,40.0,20.0,51.0,14.0,0,51.0,19
3,40.0,20.0,33.0,13.0,1,13.0,19
4,40.0,20.0,40.0,28.0,0,40.0,19
5,40.0,20.0,36.0,25.0,0,36.0,19
6,40.0,20.0,37.0,12.0,0,37.0,19
7,40.0,20.0,55.0,36.0,0,55.0,19
8,40.0,20.0,46.0,19.0,1,19.0,19
9,40.0,20.0,31.0,22.0,0,31.0,19
0,40.0,20.0,45.0,15.0,1,15.0,20
1,40.0,20.0,34.0,5.0,0,34.0,20
2,40.0,20.0,50.0,14.0,0,50.0,20
3,40.0,20.0,41.0,17.0,1,17.0,20
4,40.0,20.0,41.0,8.0,0,41.0,20
5,40.0,20.0,31.0,19.0,0,31.0,20
6,40.0,20.0,42.0,23.0,1,23.0,20
7,40.0,20.0,36.0,6.0,0,36.0,20
8,40.0,20.0,25.0,18.0,1,18.0,20
9,40.0,20.0,46.0,24.0,1,24.0,20
0,60.0,40.0,51.0,33.0,1,33.0,21
1,60.0,40.0,63.0,36.0,0,63.0,21
2,60.0,40.0,63.0,48.0,0,63.0,21
3,60.0,40.0,59.0,45.0,0,59.0,21
4,60.0,40.0,57.0,35.0,0,57.0,21
5,60.0,40.0,43.0,39.0,0,43.0,21
6,60.0,40.0,60.0,56.0,0,60.0,21
7,60.0,40.0,62.0,38.0,0,62.0,21
8,60.0,40.0,65.0,32.0,1,32.0,21
9,60.0,40.0,72.0,49.0,0,72.0,21
0,52.0,60.0,38.0,56.0,1,56.0,22
1,52.0,60.0,55.0,68.0,1,68.0,22
2,52.0,60.0,58.0,53.0,0,58.0,22
3,52.0,60.0,57.0,45.0,1,45.0,22
4,52.0,60.0,39.0,54.0,1,54.0,22
5,52.0,60.0,52.0,58.0,1,58.0,22
6,52.0,60.0,43.0,51.0,1,51.0,22
7,52.0,60.0,52.0,54.0,0,52.0,22
8,52.0,60.0,59.0,64.0,0,59.0,22
9,52.0,60.0,54.0,63.0,1,63.0,22
0,60.0,40.0,63.0,32.0,1,32.0,23
1,60.0,40.0,60.0,32.0,1,32.0,23
2,60.0,40.0,49.0,35.0,0,49.0,23
3,60.0,40.0,73.0,47.0,1,47.0,23
4,60.0,40.0,62.0,28.0,0,62.0,23
5,60.0,40.0,64.0,39.0,0,64.0,23
6,60.0,40.0,62.0,52.0,0,62.0,23
7,60.0,40.0,56.0,54.0,0,56.0,23
8,60.0,40.0,55.0,29.0,1,29.0,23
9,60.0,40.0,72.0,29.0,0,72.0,23
0,40.0,20.0,43.0,12.0,1,12.0,24
1,40.0,20.0,38.0,24.0,0,38.0,24
2,40.0,20.0,21.0,25.0,1,25.0,24
3,40.0,20.0,49.0,14.0,0,49.0,24
4,40.0,20.0,51.0,15.0,0,51.0,24
0,28.0,40.0,28.0,47.0,0,28.0,25
1,28.0,40.0,35.0,32.0,0,35.0,25
2,28.0,40.0,43.0,56.0,1,56.0,25
3,28.0,40.0,35.0,32.0,1,32.0,25
4,28.0,40.0,48.0,60.0,0,48.0,25
5,28.0,40.0,37.0,48.0,1,48.0,25
6,28.0,40.0,21.0,38.0,1,38.0,25
7,28.0,40.0,24.0,50.0,1,50.0,25
8,28.0,40.0,35.0,40.0,0,35.0,25
9,28.0,40.0,28.0,39.0,0,28.0,25
0,60.0,48.0,57.0,48.0,0,57.0,26
1,60.0,48.0,58.0,54.0,0,58.0,26
2,60.0,48.0,79.0,37.0,0,79.0,26
3,60.0,48.0,64.0,53.0,1,53.0,26
4,60.0,48.0,67.0,47.0,1,47.0,26
0,60.0,68.0,68.0,52.0,1,52.0,27
1,60.0,68.0,59.0,64.0,1,64.0,27
2,60.0,68.0,58.0,79.0,0,58.0,27
3,60.0,68.0,52.0,70.0,0,52.0,27
4,60.0,68.0,80.0,65.0,0,80.0,27
5,60.0,68.0,53.0,69.0,1,69.0,27
6,60.0,68.0,66.0,63.0,1,63.0,27
7,60.0,68.0,45.0,66.0,0,45.0,27
8,60.0,68.0,67.0,75.0,1,75.0,27
9,60.0,68.0,74.0,75.0,1,75.0,27
0,80.0,60.0,75.0,66.0,0,75.0,28
1,80.0,60.0,82.0,61.0,0,82.0,28
2,80.0,60.0,87.0,62.0,1,62.0,28
3,80.0,60.0,95.0,63.0,1,63.0,28
4,80.0,60.0,66.0,67.0,0,66.0,28
0,36.0,40.0,40.0,19.0,0,40.0,29
1,36.0,40.0,31.0,42.0,0,31.0,29
2,36.0,40.0,42.0,39.0,1,39.0,29
3,36.0,40.0,36.0,45.0,1,45.0,29
4,36.0,40.0,23.0,42.0,1,42.0,29
5,36.0,40.0,54.0,41.0,1,41.0,29
6,36.0,40.0,36.0,44.0,0,36.0,29
7,36.0,40.0,38.0,39.0,1,39.0,29
8,36.0,40.0,40.0,36.0,0,40.0,29
9,36.0,40.0,27.0,32.0,1,32.0,29
0,40.0,70.0,46.0,79.0,1,79.0,30
1,40.0,70.0,38.0,67.0,0,38.0,30
2,40.0,70.0,36.0,62.0,0,36.0,30
3,40.0,70.0,32.0,73.0,1,73.0,30
4,40.0,70.0,49.0,73.0,1,73.0,30
0,60.0,90.0,62.0,65.0,1,65.0,31
1,60.0,90.0,55.0,101.0,1,101.0,31
2,60.0,90.0,48.0,100.0,0,48.0,31
3,60.0,90.0,57.0,93.0,0,57.0,31
4,60.0,90.0,60.0,94.0,1,94.0,31
0,60.0,56.0,56.0,48.0,0,56.0,32
1,60.0,56.0,60.0,50.0,0,60.0,32
2,60.0,56.0,53.0,50.0,1,50.0,32
3,60.0,56.0,60.0,51.0,0,60.0,32
4,60.0,56.0,40.0,75.0,1,75.0,32
0,40.0,70.0,50.0,78.0,0,50.0,33
1,40.0,70.0,48.0,68.0,1,68.0,33
2,40.0,70.0,38.0,74.0,0,38.0,33
3,40.0,70.0,39.0,82.0,1,82.0,33
4,40.0,70.0,44.0,79.0,1,79.0,33
0,80.0,60.0,76.0,64.0,1,64.0,34
1,80.0,60.0,76.0,62.0,0,76.0,34
2,80.0,60.0,86.0,71.0,1,71.0,34
3,80.0,60.0,88.0,58.0,0,88.0,34
4,80.0,60.0,72.0,71.0,0,72.0,34
5,80.0,60.0,92.0,66.0,1,66.0,34
6,80.0,60.0,95.0,63.0,1,63.0,34
7,80.0,60.0,91.0,53.0,1,53.0,34
8,80.0,60.0,76.0,56.0,0,76.0,34
9,80.0,60.0,83.0,50.0,0,83.0,34
0,60.0,30.0,52.0,27.0,0,52.0,35
1,60.0,30.0,72.0,3.0,0,72.0,35
2,60.0,30.0,77.0,41.0,1,41.0,35
3,60.0,30.0,60.0,19.0,1,19.0,35
4,60.0,30.0,52.0,34.0,1,34.0,35
0,32.0,40.0,46.0,52.0,1,52.0,36
1,32.0,40.0,30.0,31.0,1,31.0,36
2,32.0,40.0,17.0,43.0,1,43.0,36
3,32.0,40.0,26.0,40.0,0,26.0,36
4,32.0,40.0,28.0,45.0,0,28.0,36
0,32.0,40.0,38.0,49.0,1,49.0,37
1,32.0,40.0,22.0,30.0,1,30.0,37
2,32.0,40.0,33.0,34.0,0,33.0,37
3,32.0,40.0,29.0,43.0,0,29.0,37
4,32.0,40.0,32.0,42.0,0,32.0,37
5,32.0,40.0,30.0,50.0,0,30.0,37
6,32.0,40.0,24.0,48.0,0,24.0,37
7,32.0,40.0,31.0,42.0,1,42.0,37
8,32.0,40.0,33.0,39.0,0,33.0,37
9,32.0,40.0,37.0,36.0,0,37.0,37
0,40.0,48.0,43.0,52.0,1,52.0,38
1,40.0,48.0,54.0,54.0,0,54.0,38
2,40.0,48.0,50.0,52.0,0,50.0,38
3,40.0,48.0,32.0,48.0,0,32.0,38
4,40.0,48.0,45.0,53.0,0,45.0,38
0,40.0,60.0,43.0,64.0,0,43.0,39
1,40.0,60.0,35.0,64.0,0,35.0,39
2,40.0,60.0,47.0,66.0,1,66.0,39
3,40.0,60.0,46.0,70.0,0,46.0,39
4,40.0,60.0,55.0,73.0,1,73.0,39
5,40.0,60.0,36.0,50.0,1,50.0,39
6,40.0,60.0,39.0,61.0,1,61.0,39
7,40.0,60.0,51.0,67.0,0,51.0,39
8,40.0,60.0,52.0,61.0,0,52.0,39
9,40.0,60.0,28.0,63.0,0,28.0,39
0,40.0,70.0,40.0,60.0,1,60.0,40
1,40.0,70.0,46.0,69.0,1,69.0,40
2,40.0,70.0,31.0,68.0,1,68.0,40
3,40.0,70.0,48.0,70.0,0,48.0,40
4,40.0,70.0,35.0,81.0,1,81.0,40
5,40.0,70.0,44.0,62.0,0,44.0,40
6,40.0,70.0,38.0,69.0,1,69.0,40
7,40.0,70.0,45.0,78.0,0,45.0,40
8,40.0,70.0,33.0,62.0,1,62.0,40
9,40.0,70.0,48.0,66.0,1,66.0,40
0,70.0,40.0,80.0,47.0,0,80.0,41
1,70.0,40.0,67.0,38.0,1,38.0,41
2,70.0,40.0,65.0,46.0,1,46.0,41
3,70.0,40.0,65.0,48.0,1,48.0,41
4,70.0,40.0,55.0,47.0,0,55.0,41
5,70.0,40.0,79.0,36.0,1,36.0,41
6,70.0,40.0,78.0,46.0,1,46.0,41
7,70.0,40.0,86.0,40.0,0,86.0,41
8,70.0,40.0,58.0,43.0,1,43.0,41
9,70.0,40.0,77.0,45.0,1,45.0,41
0,60.0,52.0,61.0,57.0,1,57.0,42
1,60.0,52.0,81.0,61.0,1,61.0,42
2,60.0,52.0,60.0,49.0,1,49.0,42
3,60.0,52.0,61.0,63.0,0,61.0,42
4,60.0,52.0,54.0,56.0,1,56.0,42
0,32.0,40.0,28.0,40.0,0,28.0,43
1,32.0,40.0,28.0,30.0,1,30.0,43
2,32.0,40.0,23.0,33.0,1,33.0,43
3,32.0,40.0,34.0,52.0,1,52.0,43
4,32.0,40.0,33.0,44.0,1,44.0,43
5,32.0,40.0,27.0,35.0,1,35.0,43
6,32.0,40.0,49.0,24.0,1,24.0,43
7,32.0,40.0,37.0,52.0,0,37.0,43
8,32.0,40.0,32.0,48.0,1,48.0,43
9,32.0,40.0,33.0,34.0,1,34.0,43
0,40.0,10.0,45.0,19.0,0,45.0,44
1,40.0,10.0,48.0,15.0,0,48.0,44
2,40.0,10.0,36.0,9.0,1,9.0,44
3,40.0,10.0,43.0,14.0,1,14.0,44
4,40.0,10.0,29.0,8.0,1,8.0,44
0,60.0,64.0,62.0,60.0,0,62.0,45
1,60.0,64.0,64.0,53.0,1,53.0,45
2,60.0,64.0,77.0,63.0,1,63.0,45
3,60.0,64.0,62.0,70.0,1,70.0,45
4,60.0,64.0,61.0,69.0,0,61.0,45
5,60.0,64.0,52.0,60.0,1,60.0,45
6,60.0,64.0,73.0,72.0,1,72.0,45
7,60.0,64.0,54.0,76.0,0,54.0,45
8,60.0,64.0,46.0,77.0,1,77.0,45
9,60.0,64.0,49.0,54.0,0,49.0,45
0,20.0,40.0,17.0,58.0,0,17.0,46
1,20.0,40.0,32.0,35.0,1,35.0,46
2,20.0,40.0,16.0,52.0,0,16.0,46
3,20.0,40.0,18.0,35.0,1,35.0,46
4,20.0,40.0,3.0,38.0,0,3.0,46
5,20.0,40.0,32.0,52.0,0,32.0,46
6,20.0,40.0,13.0,55.0,1,55.0,46
7,20.0,40.0,20.0,39.0,1,39.0,46
8,20.0,40.0,26.0,36.0,0,26.0,46
9,20.0,40.0,10.0,43.0,0,10.0,46
0,48.0,60.0,50.0,64.0,1,64.0,47
1,48.0,60.0,40.0,41.0,1,41.0,47
2,48.0,60.0,54.0,57.0,1,57.0,47
3,48.0,60.0,51.0,74.0,0,51.0,47
4,48.0,60.0,44.0,54.0,1,54.0,47
0,60.0,80.0,49.0,88.0,0,49.0,48
1,60.0,80.0,65.0,92.0,1,92.0,48
2,60.0,80.0,66.0,83.0,1,83.0,48
3,60.0,80.0,59.0,79.0,0,59.0,48
4,60.0,80.0,60.0,84.0,0,60.0,48
5,60.0,80.0,48.0,72.0,0,48.0,48
6,60.0,80.0,51.0,67.0,1,67.0,48
7,60.0,80.0,55.0,78.0,1,78.0,48
8,60.0,80.0,61.0,93.0,0,61.0,48
9,60.0,80.0,59.0,99.0,0,59.0,48
0,48.0,60.0,61.0,73.0,1,73.0,49
1,48.0,60.0,51.0,46.0,1,46.0,49
2,48.0,60.0,22.0,68.0,1,68.0,49
3,48.0,60.0,42.0,66.0,0,42.0,49
4,48.0,60.0,46.0,65.0,1,65.0,49
5,48.0,60.0,42.0,60.0,1,60.0,49
6,48.0,60.0,30.0,50.0,0,30.0,49
7,48.0,60.0,52.0,51.0,0,52.0,49
8,48.0,60.0,52.0,56.0,0,52.0,49
9,48.0,60.0,47.0,68.0,0,47.0,49
0,28.0,40.0,30.0,35.0,0,30.0,50
1,28.0,40.0,29.0,34.0,1,34.0,50
2,28.0,40.0,33.0,45.0,0,33.0,50
3,28.0,40.0,30.0,35.0,1,35.0,50
4,28.0,40.0,36.0,38.0,1,38.0,50
5,28.0,40.0,22.0,49.0,1,49.0,50
6,28.0,40.0,29.0,54.0,0,29.0,50
7,28.0,40.0,37.0,49.0,1,49.0,50
8,28.0,40.0,14.0,33.0,1,33.0,50
9,28.0,40.0,26.0,41.0,0,26.0,50
0,60.0,80.0,68.0,80.0,1,80.0,51
1,60.0,80.0,64.0,76.0,0,64.0,51
2,60.0,80.0,59.0,76.0,0,59.0,51
3,60.0,80.0,61.0,81.0,0,61.0,51
4,60.0,80.0,57.0,67.0,0,57.0,51
5,60.0,80.0,64.0,74.0,0,64.0,51
6,60.0,80.0,51.0,88.0,1,88.0,51
7,60.0,80.0,44.0,87.0,0,44.0,51
8,60.0,80.0,43.0,77.0,1,77.0,51
9,60.0,80.0,67.0,81.0,1,81.0,51
0,32.0,40.0,27.0,44.0,0,27.0,52
1,32.0,40.0,30.0,35.0,0,30.0,52
2,32.0,40.0,20.0,49.0,1,49.0,52
3,32.0,40.0,29.0,31.0,1,31.0,52
4,32.0,40.0,37.0,32.0,1,32.0,52
5,32.0,40.0,32.0,42.0,1,42.0,52
6,32.0,40.0,42.0,40.0,1,40.0,52
7,32.0,40.0,36.0,48.0,0,36.0,52
8,32.0,40.0,27.0,24.0,1,24.0,52
9,32.0,40.0,28.0,48.0,0,28.0,52
0,40.0,10.0,53.0,5.0,0,53.0,53
1,40.0,10.0,34.0,4.0,0,34.0,53
2,40.0,10.0,46.0,16.0,1,16.0,53
3,40.0,10.0,30.0,13.0,0,30.0,53
4,40.0,10.0,46.0,10.0,0,46.0,53
0,52.0,40.0,43.0,47.0,0,43.0,54
1,52.0,40.0,52.0,45.0,0,52.0,54
2,52.0,40.0,69.0,46.0,1,46.0,54
3,52.0,40.0,54.0,50.0,1,50.0,54
4,52.0,40.0,50.0,42.0,1,42.0,54
5,52.0,40.0,56.0,60.0,1,60.0,54
6,52.0,40.0,55.0,48.0,1,48.0,54
7,52.0,40.0,56.0,24.0,0,56.0,54
8,52.0,40.0,72.0,45.0,1,45.0,54
9,52.0,40.0,51.0,25.0,1,25.0,54
0,40.0,70.0,39.0,80.0,0,39.0,55
1,40.0,70.0,41.0,86.0,1,86.0,55
2,40.0,70.0,34.0,69.0,0,34.0,55
3,40.0,70.0,50.0,61.0,1,61.0,55
4,40.0,70.0,41.0,62.0,1,62.0,55
5,40.0,70.0,41.0,85.0,0,41.0,55
6,40.0,70.0,38.0,79.0,0,38.0,55
7,40.0,70.0,62.0,71.0,0,62.0,55
8,40.0,70.0,47.0,75.0,1,75.0,55
9,40.0,70.0,32.0,69.0,1,69.0,55
0,60.0,48.0,47.0,37.0,0,47.0,56
1,60.0,48.0,58.0,50.0,0,58.0,56
2,60.0,48.0,62.0,66.0,1,66.0,56
3,60.0,48.0,70.0,47.0,1,47.0,56
4,60.0,48.0,58.0,40.0,0,58.0,56
0,52.0,40.0,70.0,50.0,1,50.0,57
1,52.0,40.0,52.0,35.0,0,52.0,57
2,52.0,40.0,55.0,34.0,1,34.0,57
3,52.0,40.0,42.0,55.0,0,42.0,57
4,52.0,40.0,46.0,34.0,0,46.0,57
0,80.0,60.0,67.0,61.0,0,67.0,58
1,80.0,60.0,76.0,69.0,1,69.0,58
2,80.0,60.0,75.0,59.0,0,75.0,58
3,80.0,60.0,81.0,66.0,1,66.0,58
4,80.0,60.0,85.0,63.0,1,63.0,58
5,80.0,60.0,67.0,55.0,0,67.0,58
6,80.0,60.0,79.0,59.0,0,79.0,58
7,80.0,60.0,70.0,70.0,1,70.0,58
8,80.0,60.0,91.0,67.0,1,67.0,58
9,80.0,60.0,75.0,56.0,1,56.0,58
0,68.0,60.0,70.0,67.0,1,67.0,59
1,68.0,60.0,66.0,61.0,0,66.0,59
2,68.0,60.0,66.0,70.0,1,70.0,59
3,68.0,60.0,64.0,62.0,1,62.0,59
4,68.0,60.0,72.0,55.0,1,55.0,59
0,60.0,30.0,53.0,32.0,1,32.0,60
1,60.0,30.0,54.0,34.0,0,54.0,60
2,60.0,30.0,62.0,15.0,1,15.0,60
3,60.0,30.0,52.0,26.0,0,52.0,60
4,60.0,30.0,56.0,31.0,0,56.0,60
5,60.0,30.0,61.0,27.0,0,61.0,60
6,60.0,30.0,55.0,34.0,1,34.0,60
7,60.0,30.0,56.0,28.0,1,28.0,60
8,60.0,30.0,64.0,25.0,1,25.0,60
9,60.0,30.0,59.0,19.0,0,59.0,60
0,60.0,56.0,57.0,48.0,0,57.0,61
1,60.0,56.0,45.0,65.0,1,65.0,61
2,60.0,56.0,46.0,56.0,1,56.0,61
3,60.0,56.0,58.0,44.0,1,44.0,61
4,60.0,56.0,61.0,64.0,1,64.0,61
5,60.0,56.0,61.0,59.0,1,59.0,61
6,60.0,56.0,68.0,73.0,1,73.0,61
7,60.0,56.0,64.0,77.0,1,77.0,61
8,60.0,56.0,58.0,67.0,1,67.0,61
9,60.0,56.0,59.0,58.0,0,59.0,61
0,32.0,40.0,21.0,45.0,1,45.0,62
1,32.0,40.0,24.0,26.0,1,26.0,62
2,32.0,40.0,41.0,55.0,1,55.0,62
3,32.0,40.0,32.0,44.0,0,32.0,62
4,32.0,40.0,44.0,43.0,0,44.0,62
5,32.0,40.0,28.0,33.0,0,28.0,62
6,32.0,40.0,35.0,34.0,0,35.0,62
7,32.0,40.0,35.0,22.0,1,22.0,62
8,32.0,40.0,29.0,38.0,1,38.0,62
9,32.0,40.0,50.0,31.0,0,50.0,62
0,40.0,52.0,33.0,49.0,0,33.0,63
1,40.0,52.0,43.0,39.0,1,39.0,63
2,40.0,52.0,52.0,72.0,1,72.0,63
3,40.0,52.0,31.0,62.0,0,31.0,63
4,40.0,52.0,31.0,47.0,0,31.0,63
0,40.0,28.0,47.0,14.0,0,47.0,64
1,40.0,28.0,36.0,22.0,0,36.0,64
2,40.0,28.0,25.0,26.0,0,25.0,64
3,40.0,28.0,37.0,26.0,1,26.0,64
4,40.0,28.0,42.0,32.0,1,32.0,64
5,40.0,28.0,45.0,30.0,1,30.0,64
6,40.0,28.0,46.0,20.0,1,20.0,64
7,40.0,28.0,42.0,47.0,0,42.0,64
8,40.0,28.0,38.0,27.0,0,38.0,64
9,40.0,28.0,38.0,25.0,1,25.0,64
0,40.0,44.0,47.0,41.0,1,41.0,65
1,40.0,44.0,54.0,37.0,0,54.0,65
2,40.0,44.0,46.0,44.0,1,44.0,65
3,40.0,44.0,33.0,60.0,1,60.0,65
4,40.0,44.0,53.0,44.0,1,44.0,65
5,40.0,44.0,26.0,36.0,1,36.0,65
6,40.0,44.0,32.0,40.0,0,32.0,65
7,40.0,44.0,33.0,32.0,0,33.0,65
8,40.0,44.0,34.0,51.0,0,34.0,65
9,40.0,44.0,50.0,48.0,1,48.0,65
0,56.0,60.0,62.0,55.0,0,62.0,66
1,56.0,60.0,55.0,58.0,0,55.0,66
2,56.0,60.0,51.0,60.0,1,60.0,66
3,56.0,60.0,61.0,70.0,1,70.0,66
4,56.0,60.0,48.0,63.0,1,63.0,66
0,36.0,40.0,38.0,50.0,0,38.0,67
1,36.0,40.0,39.0,45.0,1,45.0,67
2,36.0,40.0,33.0,35.0,1,35.0,67
3,36.0,40.0,49.0,34.0,1,34.0,67
4,36.0,40.0,24.0,32.0,1,32.0,67
5,36.0,40.0,37.0,28.0,0,37.0,67
6,36.0,40.0,49.0,56.0,1,56.0,67
7,36.0,40.0,39.0,41.0,1,41.0,67
8,36.0,40.0,22.0,37.0,0,22.0,67
9,36.0,40.0,40.0,39.0,0,40.0,67
0,60.0,68.0,51.0,79.0,0,51.0,68
1,60.0,68.0,77.0,66.0,0,77.0,68
2,60.0,68.0,52.0,73.0,1,73.0,68
3,60.0,68.0,55.0,73.0,1,73.0,68
4,60.0,68.0,50.0,60.0,0,50.0,68
0,36.0,40.0,28.0,45.0,0,28.0,69
