trial,pumps,reward,max_pumps,exploded,balloon_trial,balloon_idx,run
30,0,0,32,False,6,1,2
31,7,7,32,False,7,1,2
32,0,0,32,False,8,1,2
33,2,2,8,False,9,2,2
34,1,1,32,False,9,1,2
35,2,2,32,False,10,1,2
36,0,0,32,False,11,1,2
37,3,0,8,True,10,2,2
38,1,1,8,False,11,2,2
39,0,0,32,False,12,1,2
40,0,0,8,False,12,2,2
41,4,4,8,False,13,2,2
42,0,0,8,False,14,2,2
43,0,0,32,False,13,1,2
44,0,0,32,False,14,1,2
0,6,6,32,False,0,0,3
1,0,0,8,False,0,1,3
2,4,4,32,False,1,0,3
3,1,1,8,False,1,1,3
4,14,14,32,False,2,0,3
5,0,0,8,False,2,1,3
6,0,0,32,False,3,0,3
7,0,0,128,False,0,2,3
8,0,0,8,False,3,1,3
9,0,0,32,False,4,0,3
10,0,0,8,False,4,1,3
11,0,0,8,False,5,1,3
12,12,12,32,False,5,0,3
13,5,5,32,False,6,0,3
14,2,2,128,False,1,2,3
15,7,7,128,False,2,2,3
16,1,1,128,False,3,2,3
17,3,3,32,False,7,0,3
18,0,0,32,False,8,0,3
19,6,0,8,True,6,1,3
20,0,0,8,False,7,1,3
21,2,2,128,False,4,2,3
22,0,0,8,False,8,1,3
23,3,3,8,False,9,1,3
24,0,0,32,False,9,0,3
25,0,0,32,False,10,0,3
26,0,0,8,False,10,1,3
27,2,0,8,True,11,1,3
28,0,0,128,False,5,2,3
29,0,0,128,False,6,2,3
30,1,1,32,False,11,0,3
31,0,0,32,False,12,0,3
32,3,3,32,False,13,0,3
33,1,1,8,False,12,1,3
34,0,0,32,False,14,0,3
35,3,3,8,False,13,1,3
36,7,7,8,False,14,1,3
37,4,4,128,False,7,2,3
38,3,3,128,False,8,2,3
39,1,1,128,False,9,2,3
40,0,0,128,False,10,2,3
41,1,1,128,False,11,2,3
42,4,4,128,False,12,2,3
43,2,2,128,False,13,2,3
44,2,2,128,False,14,2,3
0,0,0,128,False,0,1,4
1,6,6,128,False,1,1,4
2,2,2,8,False,0,0,4
3,1,1,32,False,0,2,4
4,4,4,8,False,1,0,4
5,1,1,8,False,2,0,4
6,1,1,32,False,1,2,4
7,2,2,128,False,2,1,4
8,2,2,32,False,2,2,4
9,2,2,32,False,3,2,4
10,1,1,32,False,4,2,4
11,1,0,8,True,3,0,4
12,1,1,32,False,5,2,4
13,0,0,8,False,4,0,4
14,2,2,8,False,5,0,4
15,1,1,8,False,6,0,4
16,3,3,128,False,3,1,4
17,0,0,32,False,6,2,4
18,0,0,128,False,4,1,4
19,0,0,8,False,7,0,4
20,0,0,8,False,8,0,4
21,0,0,8,False,9,0,4
22,2,2,32,False,7,2,4
23,0,0,8,False,10,0,4
24,2,2,32,False,8,2,4
25,0,0,8,False,11,0,4
26,1,1,8,False,12,0,4
27,3,3,32,False,9,2,4
28,0,0,128,False,5,1,4
29,1,1,8,False,13,0,4
30,1,1,8,False,14,0,4
31,0,0,128,False,6,1,4
32,0,0,32,False,10,2,4
33,1,1,128,False,7,1,4
34,3,3,32,False,11,2,4
35,0,0,32,False,12,2,4
36,0,0,128,False,8,1,4
37,3,3,32,False,13,2,4
38,8,8,32,False,14,2,4
39,3,3,128,False,9,1,4
40,2,0,128,True,10,1,4
41,0,0,128,False,11,1,4
42,7,7,128,False,12,1,4
43,1,1,128,False,13,1,4
44,0,0,128,False,14,1,4
0,1,1,32,False,0,2,5
1,1,1,8,False,0,0,5
2,1,0,8,True,1,0,5
3,1,1,32,False,1,2,5
4,1,0,8,True,2,0,5
5,2,2,128,False,0,1,5
6,0,0,8,False,3,0,5
7,7,7,128,False,1,1,5
8,2,2,32,False,2,2,5
9,1,0,8,True,4,0,5
10,2,2,8,False,5,0,5
11,3,3,128,False,2,1,5
12,0,0,8,False,6,0,5
13,6,6,32,False,3,2,5
14,10,10,128,False,3,1,5
15,1,1,8,False,7,0,5
16,0,0,32,False,4,2,5
17,0,0,8,False,8,0,5
18,0,0,128,False,4,1,5
19,1,1,128,False,5,1,5
20,10,10,32,False,5,2,5
21,0,0,8,False,9,0,5
22,0,0,32,False,6,2,5
23,3,3,128,False,6,1,5
24,1,1,128,False,7,1,5
25,8,8,32,False,7,2,5
26,0,0,8,False,10,0,5
27,2,2,32,False,8,2,5
28,0,0,8,False,11,0,5
29,2,2,128,False,8,1,5
30,1,1,128,False,9,1,5
31,0,0,8,False,12,0,5
32,3,3,32,False,9,2,5
33,0,0,32,False,10,2,5
34,2,2,8,False,13,0,5
35,2,2,128,False,10,1,5
36,1,1,128,False,11,1,5
37,0,0,8,False,14,0,5
38,1,1,32,False,11,2,5
39,3,3,128,False,12,1,5
40,2,2,128,False,13,1,5
41,1,1,128,False,14,1,5
42,1,0,32,True,12,2,5
43,4,4,32,False,13,2,5
44,8,8,32,False,14,2,5
0,5,5,32,False,0,2,6
1,1,1,32,False,1,2,6
2,0,0,32,False,2,2,6
3,1,1,32,False,3,2,6
4,3,3,8,False,0,0,6
5,0,0,128,False,0,1,6
6,1,1,32,False,4,2,6
7,8,0,8,True,1,0,6
8,2,2,128,False,1,1,6
9,8,8,128,False,2,1,6
10,3,3,8,False,2,0,6
11,6,6,32,False,5,2,6
12,0,0,128,False,3,1,6
13,0,0,128,False,4,1,6
14,0,0,32,False,6,2,6
15,2,2,8,False,3,0,6
16,1,1,8,False,4,0,6
17,6,6,32,False,7,2,6
18,2,2,32,False,8,2,6
19,0,0,32,False,9,2,6
20,0,0,8,False,5,0,6
21,1,1,32,False,10,2,6
22,4,4,8,False,6,0,6
23,0,0,8,False,7,0,6
24,1,1,32,False,11,2,6
25,1,1,32,False,12,2,6
26,9,9,32,False,13,2,6
27,1,1,8,False,8,0,6
28,0,0,8,False,9,0,6
29,2,2,8,False,10,0,6
30,1,1,32,False,14,2,6
31,6,0,8,True,11,0,6
32,0,0,8,False,12,0,6
33,0,0,8,False,13,0,6
34,2,2,8,False,14,0,6
35,5,5,128,False,5,1,6
36,2,2,128,False,6,1,6
37,1,1,128,False,7,1,6
38,1,1,128,False,8,1,6
39,1,1,128,False,9,1,6
40,2,2,128,False,10,1,6
41,3,3,128,False,11,1,6
42,1,1,128,False,12,1,6
43,1,1,128,False,13,1,6
44,5,5,128,False,14,1,6
0,3,3,32,False,0,1,7
1,1,1,32,False,1,1,7
2,1,1,128,False,0,0,7
3,0,0,8,False,0,2,7
4,3,3,8,False,1,2,7
5,0,0,128,False,1,0,7
6,2,2,32,False,2,1,7
7,2,2,128,False,2,0,7
8,0,0,8,False,2,2,7
9,0,0,128,False,3,0,7
10,3,3,128,False,4,0,7
11,0,0,32,False,3,1,7
12,3,3,128,False,5,0,7
13,1,1,128,False,6,0,7
14,1,0,8,True,3,2,7
15,3,3,32,False,4,1,7
16,4,4,32,False,5,1,7
17,1,0,8,True,4,2,7
18,1,1,128,False,7,0,7
19,1,0,8,True,5,2,7
20,0,0,8,False,6,2,7
21,0,0,8,False,7,2,7
22,0,0,8,False,8,2,7
23,1,0,8,True,9,2,7
24,0,0,8,False,10,2,7
25,0,0,32,False,6,1,7
26,1,1,8,False,11,2,7
27,3,3,8,False,12,2,7
28,1,1,32,False,7,1,7
29,5,0,8,True,13,2,7
30,0,0,8,False,14,2,7
31,1,1,128,False,8,0,7
32,2,2,128,False,9,0,7
33,1,1,32,False,8,1,7
34,1,1,32,False,9,1,7
35,14,14,128,False,10,0,7
36,1,1,128,False,11,0,7
37,0,0,128,False,12,0,7
38,6,6,128,False,13,0,7
39,0,0,32,False,10,1,7
40,6,6,128,False,14,0,7
41,0,0,32,False,11,1,7
42,0,0,32,False,12,1,7
43,4,4,32,False,13,1,7
44,1,1,32,False,14,1,7
0,1,1,32,False,0,0,8
1,0,0,128,False,0,1,8
2,1,0,32,True,1,0,8
3,1,1,8,False,0,2,8
4,7,7,32,False,2,0,8
5,2,2,128,False,1,1,8
6,0,0,32,False,3,0,8
7,4,0,8,True,1,2,8
8,2,2,32,False,4,0,8
9,1,1,8,False,2,2,8
10,0,0,32,False,5,0,8
11,0,0,128,False,2,1,8
12,8,8,128,False,3,1,8
13,3,3,128,False,4,1,8
14,1,1,128,False,5,1,8
15,3,3,8,False,3,2,8
16,7,7,128,False,6,1,8
17,2,2,32,False,6,0,8
18,4,4,32,False,7,0,8
19,1,1,8,False,4,2,8
20,2,2,128,False,7,1,8
21,2,2,32,False,8,0,8
22,1,1,8,False,5,2,8
23,1,1,128,False,8,1,8
24,5,5,128,False,9,1,8
25,2,0,8,True,6,2,8
26,3,3,32,False,9,0,8
27,1,1,128,False,10,1,8
28,2,2,32,False,10,0,8
29,0,0,128,False,11,1,8
30,3,3,32,False,11,0,8
31,1,1,128,False,12,1,8
32,2,2,8,False,7,2,8
33,0,0,8,False,8,2,8
34,4,4,128,False,13,1,8
35,1,1,128,False,14,1,8
36,1,1,8,False,9,2,8
37,1,1,32,False,12,0,8
38,0,0,32,False,13,0,8
39,3,3,32,False,14,0,8
40,2,2,8,False,10,2,8
41,3,3,8,False,11,2,8
42,1,0,8,True,12,2,8
43,1,0,8,True,13,2,8
44,4,4,8,False,14,2,8
0,0,0,32,False,0,1,9
1,5,5,128,False,0,2,9
2,0,0,128,False,1,2,9
3,5,5,8,False,0,0,9
4,0,0,8,False,1,0,9
5,4,0,8,True,2,0,9
6,4,4,8,False,3,0,9
7,1,1,8,False,4,0,9
8,3,0,8,True,5,0,9
9,1,1,128,False,2,2,9
10,3,3,8,False,6,0,9
11,1,1,8,False,7,0,9
12,2,2,128,False,3,2,9
13,0,0,32,False,1,1,9
14,0,0,128,False,4,2,9
15,7,7,128,False,5,2,9
16,5,0,32,True,2,1,9
17,0,0,32,False,3,1,9
18,1,1,32,False,4,1,9
19,1,1,128,False,6,2,9
20,6,6,128,False,7,2,9
21,7,7,128,False,8,2,9
22,1,0,128,True,9,2,9
23,5,0,128,True,10,2,9
24,1,1,8,False,8,0,9
25,0,0,32,False,5,1,9
26,2,2,8,False,9,0,9
27,1,1,8,False,10,0,9
28,0,0,32,False,6,1,9
29,0,0,128,False,11,2,9
30,2,2,32,False,7,1,9
31,2,2,8,False,11,0,9
32,1,1,8,False,12,0,9
33,0,0,8,False,13,0,9
34,3,3,32,False,8,1,9
35,2,2,32,False,9,1,9
36,2,2,128,False,12,2,9
37,1,1,8,False,14,0,9
38,2,2,128,False,13,2,9
39,2,2,128,False,14,2,9
40,6,6,32,False,10,1,9
41,0,0,32,False,11,1,9
42,5,5,32,False,12,1,9
43,1,1,32,False,13,1,9
44,0,0,32,False,14,1,9
